id, mobaoName, mapId, d, pos, f2, huajuan, h2, i, timeAchiReqId, k1, l, time, weatherAchiReq, o, p, weather, r, typeAAchiReq, typeAName, typeAContent, v, typeBAchiReq, typeBName, typeBContent, , , , , , , , , , , , , roleLevel, , craftLevel, , , , paperType, , paper, shulian, , , , , , , , , , , , , des, , , , , , , , , xiuwei, suiyin256, , , , , , , ,
258, 画卷：霹雳堂旧址, 10011, [22], 霹雳堂旧址（慧眼决可高效的定位目标）, 2, 画卷, 2, 3, 10004, 1, 时辰变化：, 未时或申时, 11600, 1, 天象气候：, 冷雨, 9, 18115, 云游揽胜：, 霹雳堂绝景, 9, 18116, 悠游趣闻：, 拾趣霹雳堂, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 28, 1, 2, 32000, 2128001, 1, 40103052, 1, 1, 80, 1058, 40102130, 1, 0, 0, 1, 40102130, 1, ..//Imagesets//Icons//Atlas//Atlas_pilitang.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_pilitang.png, 霹雳堂旧址--此处原为霹雳堂之旧址，霹雳堂覆灭之后，时人取杜甫之咏雷诗意，勒碑于此。, 此列废弃, , 0, , , 0, , 0, 30000, 2048001, 0, 0, 40103112, 1, 1, 40, 2, 
253, 画卷：铸神谷, 10011, [4], 铸神谷（慧眼决可高效的定位目标）, 2, 画卷, 2, 4, 10003, 1, 时辰变化：, 午时, 11616, 1, 天象气候：, 烈日, 9, 18105, 云游揽胜：, 铸神谷绝景, 9, 18106, 悠游趣闻：, 拾趣铸神谷, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 29, 1, 2, 32000, 2128001, 1, 40103052, 1, 1, 80, 1053, 40102125, 1, 0, 0, 1, 40102125, 1, ..//Imagesets//Icons//Atlas//Atlas_zhushengu.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_zhushengu.png, 铸神谷--位于江南的一处著名山庄$$铸神谷齐家人均精通铸造之术$$所造兵器铠甲乃武林一绝。, 此列废弃, , 0, , , 0, , 0, 30000, 2048001, 0, 0, 40103113, 1, 1, 40, 2, 
252, 画卷：枫桥夜泊, 10011, [2], 枫桥镇（慧眼决可高效的定位目标）, 2, 画卷, 2, 4, 10007, 1, 时辰变化：, 子时, 11617, 1, 天象气候：, 小雨, 9, 18103, 悠游趣闻：, 拜访枫桥镇, 9, 18104, 悠游趣闻：, 拾趣枫桥镇, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 30, 1, 2, 32000, 2128001, 1, 40103052, 1, 1, 80, 1052, 40102124, 1, 0, 0, 1, 40102124, 1, ..//Imagesets//Icons//Atlas//Atlas_fengqiaoyebo.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_fengqiaoyebo.png, 枫桥镇--“月落乌啼霜满天，江枫渔火对愁眠”。诗人张继的这首枫桥夜泊，就是在枫桥镇所作。, 此列废弃, , 0, , , 0, , 0, 30000, 2048001, 0, 0, 40103114, 1, 1, 40, 2, 
305, 画卷：瀚海戈壁, 10004, [9], 瀚海戈壁（慧眼决可高效的定位目标）, 2, 画卷, 2, 1, 10002, 1, 时辰变化：, 辰时或巳时, 11803, 1, 天象气候：, 晴天, 9, 18159, 云游揽胜：, 瀚海戈壁绝景, 9, 18160, 悠游趣闻：, 拾趣瀚海戈壁, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 81, 1, 9, 32000, 2128001, 1, 40103053, 1, 14, 560, 1355, 40102235, 1, 0, 0, 1, 40102235, 1, ..//Imagesets//Icons//Atlas//Atlas_gebi.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_gebi.png, 瀚海戈壁--神威堡北的一大片区域，是一望无际的大戈壁滩，如果贸然进入，基本有死无生。, 此列废弃, , 0, , , 0, , 0, 120000, 102400001, 0, 0, 40103166, 1, 1, 90, 9, 
307, 画卷：神木谷, 10004, [15], 神木谷（慧眼决可高效的定位目标）, 2, 画卷, 2, 1, 10006, 1, 时辰变化：, 戌时或亥时, 11803, 1, 天象气候：, 晴天, 9, 18163, 云游揽胜：, 神木谷绝景, 9, 18164, 悠游趣闻：, 拾趣神木谷, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 82, 1, 9, 32000, 2128001, 1, 40103053, 1, 14, 560, 1357, 40102237, 1, 0, 0, 1, 40102237, 1, ..//Imagesets//Icons//Atlas//Atlas_shenmugu.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_shenmugu.png, 神木谷--传说张骞通西域时路过于此，醒后便有三株古树，故此得名，如今古树已经不在。, 此列废弃, , 0, , , 0, , 0, 120000, 102400001, 0, 0, 40103167, 1, 1, 90, 9, 
308, 画卷：苍梧城, 10004, [19], 苍梧城（慧眼决可高效的定位目标）, 2, 画卷, 2, 2, 10008, 1, 时辰变化：, 丑时或寅时, 11803, 1, 天象气候：, 晴天, 9, 18165, 云游揽胜：, 苍梧城绝景, 9, 18166, 悠游趣闻：, 拾趣苍梧城, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 82, 1, 9, 32000, 2128001, 1, 40103053, 1, 14, 560, 1358, 40102238, 1, 0, 0, 1, 40102238, 1, ..//Imagesets//Icons//Atlas//Atlas_cangwucheng.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_cangwucheng.png, 苍梧城--此地本属奔马堂，但近年来西域天魔教占据了奔马堂的地盘，并将其发展成了一个强大的堡垒。, 此列废弃, , 0, , , 0, , 0, 120000, 102400001, 0, 0, 40103168, 1, 1, 90, 9, 
309, 画卷：风飞谷, 10004, [18], 风飞谷（慧眼决可高效的定位目标）, 2, 画卷, 2, 2, 10004, 1, 时辰变化：, 未时或申时, 11803, 1, 天象气候：, 晴天, 9, 18167, 云游揽胜：, 风飞谷绝景, 9, 18168, 悠游趣闻：, 拾趣风飞谷, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 83, 1, 9, 32000, 2128001, 1, 40103053, 1, 14, 560, 1359, 40102239, 1, 0, 0, 1, 40102239, 1, ..//Imagesets//Icons//Atlas//Atlas_fengfeigu.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_fengfeigu.png, 风飞谷--此处乃是元昊堂于燕云设立的一处前哨站，位于西北一处古城废墟中，西夏在此探视辽国与神威堡的动静。, 此列废弃, , 0, , , 0, , 0, 120000, 102400001, 0, 0, 40103169, 1, 1, 90, 9, 
303, 画卷：月下饮马, 10004, [11], 绿洲（慧眼决可高效的定位目标）, 2, 画卷, 2, 3, 10007, 1, 时辰变化：, 子时, 11803, 1, 天象气候：, 晴天, 9, 18155, 云游揽胜：, 绿洲绝景, 9, 18156, 悠游趣闻：, 拜访凤鸣镇, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 83, 1, 10, 32000, 2128001, 1, 40103053, 1, 14, 560, 1353, 40102233, 1, 0, 0, 1, 40102233, 1, ..//Imagesets//Icons//Atlas//Atlas_yuexiayinma.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_yuexiayinma.png, 绿洲--戈壁滩上有一处水潭，四周长满野生芦苇，是野生动物和戈壁过客的避风港。, 此列废弃, , 0, , , 0, , 0, 120000, 102400001, 0, 0, 40103170, 1, 1, 90, 9, 
304, 画卷：策马坡, 10004, [17], 策马坡（慧眼决可高效的定位目标）, 2, 画卷, 2, 3, 10005, 1, 时辰变化：, 酉时, 11803, 1, 天象气候：, 晴天, 9, 18157, 云游揽胜：, 策马坡绝景, 9, 18158, 悠游趣闻：, 拾趣策马坡, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 84, 1, 10, 32000, 2128001, 1, 40103053, 1, 14, 560, 1354, 40102234, 1, 0, 0, 1, 40102234, 1, ..//Imagesets//Icons//Atlas//Atlas_shachang.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_shachang.png, 策马坡--杜甫曾有诗云：“胡马大宛名，锋棱瘦骨成。竹批双耳峻，风入四蹄轻。所向无空阔，真堪托死生。骁腾有如此，万里可横行。”, 此列废弃, , 0, , , 0, , 0, 240000, 102400001, 0, 0, 40103171, 1, 1, 90, 9, 
306, 画卷：绝尘马场, 10004, [14], 千里马场（慧眼决可高效的定位目标）, 2, 画卷, 2, 4, 10001, 1, 时辰变化：, 卯时, 11803, 1, 天象气候：, 晴天, 9, 18161, 云游揽胜：, 绝尘马场绝景, 9, 18162, 悠游趣闻：, 拜访绝尘镇, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 84, 1, 10, 32000, 2128001, 1, 40103053, 1, 14, 560, 1356, 40102236, 1, 0, 0, 1, 40102236, 1, ..//Imagesets//Icons//Atlas//Atlas_machang.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_machang.png, 千里马场--千里营附近的草场，本是古时放马专用，神威曾在这里与契丹连番恶战，导致此地彻底荒废。, 此列废弃, , 0, , , 0, , 0, 240000, 102400001, 0, 0, 40103172, 1, 1, 90, 9, 
301, 画卷：燕云神威, 10004, [1], 神威堡（慧眼决可高效的定位目标）, 2, 画卷, 2, 4, 10007, 1, 时辰变化：, 子时, 11800, 1, 天象气候：, 冷雨, 9, 18151, 悠游趣闻：, 拜访神威堡, 9, 18152, 悠游趣闻：, 拾趣神威堡, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 85, 1, 10, 32000, 2128001, 1, 40103053, 1, 14, 560, 1351, 40102231, 1, 0, 0, 1, 40102231, 1, ..//Imagesets//Icons//Atlas//Atlas_shenwei.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_shenwei.png, 神威堡--神威乃武林八荒之一，由韩守琼所创。神威弟子，枪法精熟，豪气干云，守疆卫土，深得江湖正派敬重。, 此列废弃, , 0, , , 0, , 0, 240000, 102400001, 0, 0, 40103173, 1, 1, 90, 9, 
302, 画卷：怪石黑风, 10004, [6$$ 8], 怪石林（慧眼决可高效的定位目标）, 2, 画卷, 2, 5, 10003, 1, 时辰变化：, 午时, 11804, 1, 天象气候：, 厉风, 9, 18154, 悠游趣闻：, 拾趣怪石林, 9, 18377, 墨宝收藏：, 收集燕云墨宝, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 85, 1, 10, 32000, 2128001, 1, 40103053, 1, 14, 560, 1352, 40102232, 1, 0, 0, 1, 40102232, 1, ..//Imagesets//Icons//Atlas//Atlas_shilinfengsha.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_shilinfengsha.png, 怪石林--位于神威堡附近的一处天成石林，是戈壁风沙千年腐蚀而成，石林内每日怪风呼啸，令人不寒而栗。, 此列废弃, , 0, , , 0, , 0, 315000, 102400001, 0, 0, 40103174, 1, 1, 90, 9, 
355, 画卷：论剑锋, 10009, [8], 论剑峰（慧眼决可高效的定位目标）, 2, 画卷, 2, 1, 10008, 1, 时辰变化：, 丑时或寅时, 12003, 1, 天象气候：, 晴天, 9, 18209, 云游揽胜：, 论剑峰绝景, 9, 18210, 悠游趣闻：, 拜访论剑峰, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 76, 1, 7, 32000, 2128001, 1, 40103053, 1, 12, 480, 1305, 40102219, 1, 0, 0, 1, 40102219, 1, ..//Imagesets//Icons//Atlas//Atlas_lunjianfeng.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_lunjianfeng.png, 论剑锋--太白山的最高点，亦是太白剑派的腹地，在江湖中享誉盛名，是练剑之人心中的圣地。, 此列废弃, , 0, , , 0, , 0, 105000, 51200001, 0, 0, 40103158, 1, 1, 85, 8, 
357, 画卷：药王谷, 10009, [12], 药王谷（慧眼决可高效的定位目标）, 2, 画卷, 2, 2, 10004, 1, 时辰变化：, 未时或申时, 12003, 1, 天象气候：, 晴天, 9, 18213, 云游揽胜：, 药王谷绝景, 9, 18214, 悠游趣闻：, 拾趣药王谷, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 77, 1, 7, 32000, 2128001, 1, 40103053, 1, 12, 480, 1307, 40102221, 1, 0, 0, 1, 40102221, 1, ..//Imagesets//Icons//Atlas//Atlas_yaowanggu.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_yaowanggu.png, 药王谷--入药王谷采药之医者，悬壶济世，妙手回春。必诵咏灵枢素问之卷，以为明心正行。, 此列废弃, , 0, , , 0, , 0, 210000, 51200001, 0, 0, 40103159, 1, 1, 85, 8, 
352, 画卷：论剑坪, 10009, [2], 太白剑派（慧眼决可高效的定位目标）, 2, 画卷, 2, 2, 10002, 1, 时辰变化：, 辰时或巳时, 12005, 1, 天象气候：, 飘雪, 9, 18203, 云游揽胜：, 论剑坪绝景, 9, 18204, 悠游趣闻：, 拜访论剑坪, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 77, 1, 7, 32000, 2128001, 1, 40103053, 1, 12, 480, 1302, 40102216, 1, 0, 0, 1, 40102216, 1, ..//Imagesets//Icons//Atlas//Atlas_qinchuanlunjian.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_qinchuanlunjian.png, 太白剑坪--白剑派藏剑阁前的习剑平台，是太白弟子平日操练之所，江湖著名的沉剑之试亦在剑坪举行。, 此列废弃, , 0, , , 0, , 0, 210000, 51200001, 0, 0, 40103160, 1, 1, 85, 8, 
358, 画卷：鹦哥镇, 10009, [18], 鹦哥镇（慧眼决可高效的定位目标）, 2, 画卷, 2, 3, 10004, 1, 时辰变化：, 未时或申时, 12005, 1, 天象气候：, 飘雪, 9, 18215, 云游揽胜：, 鹦哥镇绝景, 9, 18216, 悠游趣闻：, 拜访鹦哥镇, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 78, 1, 7, 32000, 2128001, 1, 40103053, 1, 12, 480, 1308, 40102222, 1, 0, 0, 1, 40102222, 1, ..//Imagesets//Icons//Atlas//Atlas_wancaoyuan.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_wancaoyuan.png, 鹦哥镇--太白山人口最密集的小镇，因毗邻温泉湖——凌云湖，气温较雪山怡人许多，小镇历史悠久，民风淳朴，也是不少旅人歇脚的去处。, 此列废弃, , 0, , , 0, , 0, 210000, 51200001, 0, 0, 40103161, 1, 1, 85, 8, 
351, 画卷：太白山门, 10009, [1], 秦川山门（慧眼决可高效的定位目标）, 2, 画卷, 2, 3, 10001, 1, 时辰变化：, 卯时, 12005, 1, 天象气候：, 飘雪, 9, 18201, 云游揽胜：, 太白山门绝景, 9, 18202, 悠游趣闻：, 拜访太白山门, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 78, 1, 7, 32000, 2128001, 1, 40103053, 1, 12, 480, 1301, 40102215, 1, 0, 0, 1, 40102215, 1, ..//Imagesets//Icons//Atlas//Atlas_shanmen.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_shanmen.png, 太白山门--通往太白剑派的必经之路，位于太白山脚下，相传唐代大文豪途径此处而得名。, 此列废弃, , 0, , , 0, , 0, 210000, 51200001, 0, 0, 40103162, 1, 1, 85, 8, 
356, 画卷：玉泉院, 10009, [14], 玉泉院（慧眼决可高效的定位目标）, 2, 画卷, 2, 4, 10003, 1, 时辰变化：, 午时, 12015, 1, 天象气候：, 小雪, 9, 18211, 云游揽胜：, 玉泉院绝景, 9, 18212, 悠游趣闻：, 拾趣玉泉院, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 79, 1, 7, 32000, 2128001, 1, 40103053, 1, 12, 480, 1306, 40102220, 1, 0, 0, 1, 40102220, 1, ..//Imagesets//Icons//Atlas//Atlas_beidou.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_beidou.png, 登云坡--当年风无痕首创太白剑派时所选址，但因太白山过于严寒，而迁址到有温泉湖——沉剑池的现址。, 此列废弃, , 0, , , 0, , 0, 210000, 51200001, 0, 0, 40103163, 1, 1, 85, 8, 
354, 画卷：秦川云海, 10009, [10], 秦川云海（慧眼决可高效的定位目标）, 2, 画卷, 2, 4, 10005, 1, 时辰变化：, 酉时, 12002, 1, 天象气候：, 阴霾, 9, 18207, 云游揽胜：, 蛟龙岭绝景, 9, 18208, 云游揽胜：, 北斗坪绝景, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 79, 1, 7, 32000, 2128001, 1, 40103053, 1, 12, 480, 1304, 40102218, 1, 0, 0, 1, 40102218, 1, ..//Imagesets//Icons//Atlas//Atlas_qinchuanyunhai.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_qinchuanyunhai.png, 蛟龙岭云海--太白云海最高处，蜿蜒横贯太白云海，将其分割成东西两个部分，宛如蛟龙蛰伏，故而得名。, 此列废弃, , 0, , , 0, , 0, 315000, 51200001, 0, 0, 40103164, 1, 1, 85, 8, 
353, 画卷：万剑浮沉, 10009, [6], 沉剑池（慧眼决可高效的定位目标）, 2, 画卷, 2, 5, 10007, 1, 时辰变化：, 子时, 12016, 1, 天象气候：, 大雪, 9, 18205, 云游揽胜：, 沉剑池绝景, 9, 18372, 墨宝收藏：, 收集秦川墨宝, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 80, 1, 8, 32000, 2128001, 1, 40103053, 1, 12, 480, 1303, 40102217, 1, 0, 0, 1, 40102217, 1, ..//Imagesets//Icons//Atlas//Atlas_chijianchi.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_chijianchi.png, 沉剑池--移花宫旧有钓雪图一幅，便以此处太白风景为照。相传此图中藏有绝顶轻功身法窍要，后被江小鱼输予轩辕三光。, 此列废弃, , 0, , , 0, , 0, 315000, 51200001, 0, 0, 40103165, 1, 1, 85, 8, 
401, 画卷：平阳驿站, 10013, [22], 平阳驿站（慧眼决可高效的定位目标）, 2, 画卷, 2, 1, 10006, 1, 时辰变化：, 戌时或亥时, 12203, 1, 天象气候：, 晴天, 9, 18251, 悠游趣闻：, 拜访平阳驿, 9, 18252, 悠游趣闻：, 拾趣平阳驿, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 62, 1, 6, 32000, 2128001, 1, 40103053, 1, 8, 320, 1201, 40102183, 1, 0, 0, 1, 40102183, 1, ..//Imagesets//Icons//Atlas//Atlas_pingyangyizhan.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_pingyangyizhan.png, 平阳驿站--平阳客栈有好酒名相思泪，名动江湖。, 此列废弃, , 0, , , 0, , 0, 90000, 15360001, 0, 0, 40103142, 1, 1, 75, 6, 
402, 画卷：藏月客栈, 10013, [8], 藏月湾（慧眼决可高效的定位目标）, 2, 画卷, 2, 2, 10002, 1, 时辰变化：, 辰时或巳时, 12203, 1, 天象气候：, 晴天, 9, 18253, 悠游趣闻：, 拜访藏月湾, 9, 18254, 悠游趣闻：, 拾趣藏月湾, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 63, 1, 6, 32000, 2128001, 1, 40103053, 1, 8, 320, 1202, 40102184, 1, 0, 0, 1, 40102184, 1, ..//Imagesets//Icons//Atlas//Atlas_cangyuewan.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_cangyuewan.png, 藏月湾--徐海天水河横贯东西，溪流入秋而沣，遇石成滩。此河滩拐弯之处，形如新月；河床丰水之季，每至月夜，云开水映月，云起湾藏月。, 此列废弃, , 0, , , 0, , 0, 90000, 15360001, 0, 0, 40103143, 1, 1, 75, 6, 
403, 画卷：古陶镇, 10013, [4], 古陶镇（慧眼决可高效的定位目标）, 2, 画卷, 2, 3, 10008, 1, 时辰变化：, 丑时或寅时, 12203, 1, 天象气候：, 晴天, 9, 18255, 云游揽胜：, 古陶镇绝景, 9, 18256, 悠游趣闻：, 拜访古陶镇, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 64, 1, 6, 32000, 2128001, 1, 40103053, 1, 8, 320, 1203, 40102185, 1, 0, 0, 1, 40102185, 1, ..//Imagesets//Icons//Atlas//Atlas_gutaozhen.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_gutaozhen.png, 古陶镇--器自唐方兴，徐海当地便有私窑，多产土陶，砌窑、烧制均循古法，此镇得名古陶。, 此列废弃, , 0, , , 0, , 0, 90000, 15360001, 0, 0, 40103144, 1, 1, 75, 6, 
404, 画卷：骅阳林, 10013, [12], 骅阳林（慧眼决可高效的定位目标）, 2, 画卷, 2, 3, 10004, 1, 时辰变化：, 未时或申时, 12203, 1, 天象气候：, 晴天, 9, 18257, 云游揽胜：, 骅阳林绝景, 9, 18258, 悠游趣闻：, 拾趣骅阳林, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 65, 1, 6, 32000, 2128001, 1, 40103053, 1, 8, 320, 1204, 40102186, 1, 0, 0, 1, 40102186, 1, ..//Imagesets//Icons//Atlas//Atlas_baihualin.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_baihualin.png, 骅阳林--遍野桦树杨树，密林皑皑，深不可知。常有盗匪、马贼藏匿，平凡人家、猎户均不往此地。, 此列废弃, , 0, , , 0, , 0, 90000, 15360001, 0, 0, 40103145, 1, 1, 75, 6, 
406, 画卷：天龙古刹, 10013, [5], 天龙古刹（慧眼决可高效的定位目标）, 2, 画卷, 2, 4, 10005, 1, 时辰变化：, 酉时, 12203, 1, 天象气候：, 晴天, 9, 18261, 云游揽胜：, 天龙古刹绝景, 9, 18262, 悠游趣闻：, 拜访天龙古刹, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 66, 1, 6, 32000, 2128001, 1, 40103053, 1, 8, 320, 1206, 40102188, 1, 0, 0, 1, 40102188, 1, ..//Imagesets//Icons//Atlas//Atlas_tianlongsi.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_tianlongsi.png, 天龙古刹--天竺民间修习密宗高僧云游徐海，宣扬佛法，点化徐海一巨贾遁入空门，倾资建起天龙寺。百年变迁，古刹香火大盛，佛法显宏。, 此列废弃, , 0, , , 0, , 0, 180000, 15360001, 0, 0, 40103146, 1, 1, 75, 6, 
407, 画卷：剑绝轩, 10013, [16], 剑绝轩（慧眼决可高效的定位目标）, 2, 画卷, 2, 4, 10007, 1, 时辰变化：, 子时, 12203, 1, 天象气候：, 晴天, 9, 18263, 悠游趣闻：, 拜访剑绝轩, 9, 18264, 悠游趣闻：, 拾趣剑绝轩, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 67, 1, 6, 32000, 2128001, 1, 40103053, 1, 8, 320, 1207, 40102189, 1, 0, 0, 1, 40102189, 1, ..//Imagesets//Icons//Atlas//Atlas_juejianxuan.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_juejianxuan.png, 剑绝轩--倚绝情岭、望苍雪岭，青龙会之主曾在此闭关，彼时情思如潮，剑舞三天三夜，刻下“剑本无心斩空尘，人当无情挥剑绝”之句。, 此列废弃, , 0, , , 0, , 0, 180000, 15360001, 0, 0, 40103147, 1, 1, 75, 6, 
408, 画卷：玄刀断剑, 10013, [9$$ 19$$ 20$$ 21], 神武门（慧眼决可高效的定位目标）, 2, 画卷, 2, 4, 10001, 1, 时辰变化：, 卯时, 12203, 1, 天象气候：, 晴天, 9, 18265, 云游揽胜：, 神武门绝景, 9, 18266, 悠游趣闻：, 拾趣神武门, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 68, 1, 6, 32000, 2128001, 1, 40103053, 1, 8, 320, 1208, 40102190, 1, 0, 0, 1, 40102190, 1, ..//Imagesets//Icons//Atlas//Atlas_shenwumen.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_shenwumen.png, 神武门——山下无影阁，总舵之中玄刀阁、断剑阁、神武大殿；此地守备森严，常人欲入，有来无回。, 此列废弃, , 0, , , 0, , 0, 180000, 15360001, 0, 0, 40103148, 1, 1, 75, 6, 
405, 画卷：望断斜阳, 10013, [6], 红草滩（慧眼决可高效的定位目标）, 2, 画卷, 2, 5, 10003, 1, 时辰变化：, 午时, 12215, 1, 天象气候：, 烈日, 9, 18260, 悠游趣闻：, 拾趣红草滩, 9, 18373, 墨宝收藏：, 收集徐海墨宝, 0, 0, , 0, 0, , 0, 0, , 0, 0, , 70, 1, 6, 32000, 2128001, 1, 40103053, 1, 8, 320, 1205, 40102187, 1, 0, 0, 1, 40102187, 1, ..//Imagesets//Icons//Atlas//Atlas_hongcaotan.png, ..//Imagesets//Icons//Atlas//Atlas_huaweijiesuo.png, 阅读珍本与善本画卷可将其纳入收藏并获得奖励。, ..//Imagesets//Icons//Atlas//Atlas_hongcaotan.png, 红草滩--徐海北部千里雪山，雪峰之巅终年积雪，山麓之下入夏而绿，入秋渐红，入冬胜白。, 此列废弃, , 0, , , 0, , 0, 180000, 15360001, 0, 0, 40103149, 1, 1, 75, 6, 
