gemIdWithLevel, gemName, v1, v2, v3, v4, v5, v6, v7, v8, gemRootId, gemLevel, usageDes, propDes, v9, imgName, v10, gemNeedExp, v11, v12, v13, v14, v15, v16, v17, v18, v19, v20, v21, v22, v23, v24, v25, v26, v27, v28, v29, v30, v31, v32, v33, v34, v35, v36, v37, v38, v39, v40, v41, v42, v43, v44, v45, v46, v47, v48, v49, v50, v51, v52, v53, 5v4, v55, v56, v57, v58, v59, v60,
12407, 双全小石·五, 0, 0, 1, 0, 0, 0, , 4, 12401, 7, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换。, 外功攻击+30$$内功攻击+12, 1, ICON_63_BIANSHI_ATK_WaiGongGongJiNeiGongGongJi_QUALITY_5, 1, 160000, 101, 5, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 30, 30, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12408, 双全小石·五, 0, 0, 1, 0, 0, 0, , 4, 12401, 8, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换。, 外功攻击+34$$内功攻击+13, 1, ICON_63_BIANSHI_ATK_WaiGongGongJiNeiGongGongJi_QUALITY_5, 1, 200000, 101, 6, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 34, 34, 13, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12409, 双全小石·五, 0, 0, 1, 0, 0, 0, , 4, 12401, 9, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换。, 外功攻击+37$$内功攻击+16, 1, ICON_63_BIANSHI_ATK_WaiGongGongJiNeiGongGongJi_QUALITY_5, 1, 213750, 101, 7, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 37, 37, 16, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12410, 双全小石·五, 0, 0, 1, 0, 0, 0, , 4, 12401, 10, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换。, 外功攻击+41$$内功攻击+17, 1, ICON_63_BIANSHI_ATK_WaiGongGongJiNeiGongGongJi_QUALITY_5, 1, 281250, 101, 8, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 41, 41, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12411, 双全小石·五, 0, 0, 1, 0, 0, 0, , 4, 12401, 11, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换。, 外功攻击+45$$内功攻击+18, 1, ICON_63_BIANSHI_ATK_WaiGongGongJiNeiGongGongJi_QUALITY_5, 1, 375000, 101, 8, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 45, 45, 18, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12501, 攻命小石·三, 0, 0, 1, 0, 0, 0, , 2, 12501, 1, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+5$$命中率+1.5%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_3, 1, 3000, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1014350479, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12502, 攻命小石·三, 0, 0, 1, 0, 0, 0, , 2, 12501, 2, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+7$$命中率+1.68%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_3, 1, 5250, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1015652391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12503, 攻命小石·三, 0, 0, 1, 0, 0, 0, , 2, 12501, 3, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+8$$命中率+1.86%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_3, 1, 7500, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1016618759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12504, 攻命小石·三, 0, 0, 1, 0, 0, 0, , 2, 12501, 4, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+10$$命中率+2.04%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_3, 1, 9750, 101, 2, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1017585127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12505, 攻命小石·三, 0, 0, 1, 0, 0, 0, , 2, 12501, 5, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+12$$命中率+2.22%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_3, 1, 12000, 101, 3, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1018551494, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12506, 攻命小石·三, 0, 0, 1, 0, 0, 0, , 2, 12501, 6, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+14$$命中率+2.4%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_3, 1, 14250, 101, 4, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1019517862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12507, 攻命小石·三, 0, 0, 1, 0, 0, 0, , 2, 12501, 7, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+16$$命中率+2.58%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_3, 1, 16500, 101, 5, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 16, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1020484230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12508, 攻命小石·三, 0, 0, 1, 0, 0, 0, , 2, 12501, 8, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+17$$命中率+2.76%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_3, 1, 18750, 101, 6, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1021450597, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12509, 攻命小石·三, 0, 0, 1, 0, 0, 0, , 2, 12501, 9, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+19$$命中率+2.94%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_3, 1, 21000, 101, 7, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1022416965, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12510, 攻命小石·三, 0, 0, 1, 0, 0, 0, , 2, 12501, 10, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+21$$命中率+3.12%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_3, 1, 23250, 101, 8, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 21, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1023383332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12511, 攻命小石·三, 0, 0, 1, 0, 0, 0, , 2, 12501, 11, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+23$$命中率+3.3%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_3, 1, 35000, 101, 8, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1023879938, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12601, 攻命小石·四, 0, 0, 1, 0, 0, 0, , 3, 12601, 1, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+6$$命中率+1.8%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_4, 1, 6000, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1016296636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12602, 攻命小石·四, 0, 0, 1, 0, 0, 0, , 3, 12601, 2, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+8$$命中率+2.04%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_4, 1, 10000, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1017585127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12603, 攻命小石·四, 0, 0, 1, 0, 0, 0, , 3, 12601, 3, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+11$$命中率+2.28%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_4, 1, 14000, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1018873617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12604, 攻命小石·四, 0, 0, 1, 0, 0, 0, , 3, 12601, 4, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+13$$命中率+2.52%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_4, 1, 18000, 101, 2, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 13, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1020162107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12605, 攻命小石·四, 0, 0, 1, 0, 0, 0, , 3, 12601, 5, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+16$$命中率+2.76%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_4, 1, 22000, 101, 3, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 16, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1021450597, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12606, 攻命小石·四, 0, 0, 1, 0, 0, 0, , 3, 12601, 6, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+18$$命中率+3%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_4, 1, 26000, 101, 4, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 18, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1022739087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12607, 攻命小石·四, 0, 0, 1, 0, 0, 0, , 3, 12601, 7, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+20$$命中率+3.24%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_4, 1, 30000, 101, 5, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1023718877, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12608, 攻命小石·四, 0, 0, 1, 0, 0, 0, , 3, 12601, 8, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+23$$命中率+3.48%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_4, 1, 34000, 101, 6, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1024363122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12609, 攻命小石·四, 0, 0, 1, 0, 0, 0, , 3, 12601, 9, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+25$$命中率+3.72%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_4, 1, 38000, 101, 7, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1025007367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12610, 攻命小石·四, 0, 0, 1, 0, 0, 0, , 3, 12601, 10, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+28$$命中率+3.96%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_4, 1, 42000, 101, 8, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 28, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1025651612, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12611, 攻命小石·四, 0, 0, 1, 0, 0, 0, , 3, 12601, 11, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+31$$命中率+4.2%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_4, 1, 50000, 101, 8, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1026295857, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12701, 攻命小石·五, 0, 0, 1, 0, 0, 0, , 4, 12701, 1, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换；还可通过八荒齐贺礼购买获得。, 外功攻击+8$$命中率+2.5%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_5, 1, 12000, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1020054733, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12702, 攻命小石·五, 0, 0, 1, 0, 0, 0, , 4, 12701, 2, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换；还可通过八荒齐贺礼购买获得。, 外功攻击+12$$命中率+2.9%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_5, 1, 30000, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1022202216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12703, 攻命小石·五, 0, 0, 1, 0, 0, 0, , 4, 12701, 3, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换；还可通过八荒齐贺礼购买获得。, 外功攻击+16$$命中率+3.2%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_5, 1, 50000, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 16, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1023611503, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12704, 攻命小石·五, 0, 0, 1, 0, 0, 0, , 4, 12701, 4, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换；还可通过八荒齐贺礼购买获得。, 外功攻击+19$$命中率+3.6%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_5, 1, 70000, 101, 2, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1024685244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12705, 攻命小石·五, 0, 0, 1, 0, 0, 0, , 4, 12701, 5, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换；还可通过八荒齐贺礼购买获得。, 外功攻击+23$$命中率+4%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_5, 1, 90000, 101, 3, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1025758986, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12706, 攻命小石·五, 0, 0, 1, 0, 0, 0, , 4, 12701, 6, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换；还可通过八荒齐贺礼购买获得。, 外功攻击+26$$命中率+4.3%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_5, 1, 120000, 101, 4, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 26, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1026564293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12707, 攻命小石·五, 0, 0, 1, 0, 0, 0, , 4, 12701, 7, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换；还可通过八荒齐贺礼购买获得。, 外功攻击+30$$命中率+4.7%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_5, 1, 160000, 101, 5, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1027638034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12708, 攻命小石·五, 0, 0, 1, 0, 0, 0, , 4, 12701, 8, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换；还可通过八荒齐贺礼购买获得。, 外功攻击+34$$命中率+5%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_5, 1, 200000, 101, 6, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 34, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1028443341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12709, 攻命小石·五, 0, 0, 1, 0, 0, 0, , 4, 12701, 9, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换；还可通过八荒齐贺礼购买获得。, 外功攻击+37$$命中率+5.4%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_5, 1, 213750, 101, 7, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 37, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1029517083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12710, 攻命小石·五, 0, 0, 1, 0, 0, 0, , 4, 12701, 10, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换；还可通过八荒齐贺礼购买获得。, 外功攻击+41$$命中率+5.8%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_5, 1, 281250, 101, 8, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 41, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1030590824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12711, 攻命小石·五, 0, 0, 1, 0, 0, 0, , 4, 12701, 11, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过荡剑币进行兑换；还可通过八荒齐贺礼购买获得。, 外功攻击+45$$命中率+6.2%, 1, ICON_63_BIANSHI_ATK_MingZhong_QUALITY_5, 1, 375000, 101, 8, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 45, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1031664566, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12801, 攻心小石·五, 0, 0, 1, 0, 0, 0, , 4, 12801, 1, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过侠义值进行兑换。, 外功攻击+8$$会心率+0.86%, 1, ICON_63_BIANSHI_ATK_WaiGongGongJiHuiXinLv_QUALITY_5, 1, 12000, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1007478532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12802, 攻心小石·五, 0, 0, 1, 0, 0, 0, , 4, 12801, 2, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过侠义值进行兑换。, 外功攻击+12$$会心率+1.04%, 1, ICON_63_BIANSHI_ATK_WaiGongGongJiHuiXinLv_QUALITY_5, 1, 30000, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1009411267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12803, 攻心小石·五, 0, 0, 1, 0, 0, 0, , 4, 12801, 3, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过侠义值进行兑换。, 外功攻击+16$$会心率+1.22%, 1, ICON_63_BIANSHI_ATK_WaiGongGongJiHuiXinLv_QUALITY_5, 1, 50000, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 16, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1011344002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12804, 攻心小石·五, 0, 0, 1, 0, 0, 0, , 4, 12801, 4, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过侠义值进行兑换。, 外功攻击+19$$会心率+1.4%, 1, ICON_63_BIANSHI_ATK_WaiGongGongJiHuiXinLv_QUALITY_5, 1, 70000, 101, 2, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1013276738, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12805, 攻心小石·五, 0, 0, 1, 0, 0, 0, , 4, 12801, 5, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过侠义值进行兑换。, 外功攻击+23$$会心率+1.58%, 1, ICON_63_BIANSHI_ATK_WaiGongGongJiHuiXinLv_QUALITY_5, 1, 90000, 101, 3, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1015115520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12806, 攻心小石·五, 0, 0, 1, 0, 0, 0, , 4, 12801, 6, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过侠义值进行兑换。, 外功攻击+26$$会心率+1.76%, 1, ICON_63_BIANSHI_ATK_WaiGongGongJiHuiXinLv_QUALITY_5, 1, 120000, 101, 4, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 26, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1016081888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
12807, 攻心小石·五, 0, 0, 1, 0, 0, 0, , 4, 12801, 7, 左键拖拽砭石至奇穴可完成冲穴。<br><Font color='#FF9900'>来源</Font>：通过侠义值进行兑换。, 外功攻击+30$$会心率+1.94%, 1, ICON_63_BIANSHI_ATK_WaiGongGongJiHuiXinLv_QUALITY_5, 1, 160000, 101, 5, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1017048256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
