id, id2, , , , , , , , , , , , , , , , , , , , , , , , , desc,
210100101, 210100101, 0, [69], 3, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
16200309, 16200309, 0, [8], 0, 0, 16106007##, 16106001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 飞燕逐月伤害增加10%，飞燕逐月释放完成时额外附加12点定力伤害,
16200310, 16200310, 0, [8], 0, 0, 16106007##, 16106001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 飞燕逐月伤害增加12%，飞燕逐月释放完成时额外附加13点定力伤害,
16200311, 16200305, 0, [4$$ 5$$ 6], 1, 0, 16106001##16106101##16106007##, 16106001##, 0, 0.0, 1.02, 1.02, 1.02, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 飞燕逐月伤害增加2%，飞燕逐月释放完成时额外附加8点定力伤害,
16200312, 16200306, 0, [4$$ 5$$ 6], 1, 0, 16106001##16106101##16106007##, 16106001##, 0, 0.0, 1.04, 1.04, 1.04, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 飞燕逐月伤害增加4%，飞燕逐月释放完成时额外附加9点定力伤害,
16200313, 16200307, 0, [4$$ 5$$ 6], 1, 0, 16106001##16106101##16106007##, 16106001##, 0, 0.0, 1.06, 1.06, 1.06, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 飞燕逐月伤害增加6%，飞燕逐月释放完成时额外附加10点定力伤害,
16200314, 16200308, 0, [4$$ 5$$ 6], 1, 0, 16106001##16106101##16106007##, 16106001##, 0, 0.0, 1.08, 1.08, 1.08, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 飞燕逐月伤害增加8%，飞燕逐月释放完成时额外附加11点定力伤害,
16200315, 16200309, 0, [4$$ 5$$ 6], 1, 0, 16106001##16106101##16106007##, 16106001##, 0, 0.0, 1.1, 1.1, 1.1, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 飞燕逐月伤害增加10%，飞燕逐月释放完成时额外附加12点定力伤害,
16200316, 16200310, 0, [4$$ 5$$ 6], 1, 0, 16106001##16106101##16106007##, 16106001##, 0, 0.0, 1.12, 1.12, 1.12, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 飞燕逐月伤害增加12%，飞燕逐月释放完成时额外附加13点定力伤害,
16200317, 16200317, 0, [4$$ 5$$ 6], 1, 0, 16101101##16101201##16101301##16101401##16101501##16101601##, 16101001##, 0, 0.0, 1.01, 1.01, 1.01, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天峰五云剑伤害增加1%,
16200318, 16200318, 0, [4$$ 5$$ 6], 1, 0, 16101101##16101201##16101301##16101401##16101501##16101601##, 16101001##, 0, 0.0, 1.02, 1.02, 1.02, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天峰五云剑伤害增加2%,
16200319, 16200319, 0, [4$$ 5$$ 6], 1, 0, 16101101##16101201##16101301##16101401##16101501##16101601##, 16101001##, 0, 0.0, 1.03, 1.03, 1.03, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天峰五云剑伤害增加3%,
16200320, 16200320, 0, [4$$ 5$$ 6], 1, 0, 16101101##16101201##16101301##16101401##16101501##16101601##, 16101001##, 0, 0.0, 1.04, 1.04, 1.04, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天峰五云剑伤害增加4%,
16200321, 16200321, 0, [4$$ 5$$ 6], 1, 0, 16101101##16101201##16101301##16101401##16101501##16101601##, 16101001##, 0, 0.0, 1.05, 1.05, 1.05, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天峰五云剑伤害增加5%,
16200322, 16200322, 0, [4$$ 5$$ 6], 1, 0, 16101101##16101201##16101301##16101401##16101501##16101601##, 16101001##, 0, 0.0, 1.06, 1.06, 1.06, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天峰五云剑伤害增加6%,
16200323, 16200323, 0, [4$$ 5$$ 6], 1, 0, 16101101##16101201##16101301##16101401##16101501##16101601##, 16101001##, 0, 0.0, 1.07, 1.07, 1.07, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天峰五云剑伤害增加7%,
16200324, 16200324, 0, [4$$ 5$$ 6], 1, 0, 16101101##16101201##16101301##16101401##16101501##16101601##, 16101001##, 0, 0.0, 1.08, 1.08, 1.08, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天峰五云剑伤害增加8%,
16200325, 16200325, 0, [4$$ 5$$ 6], 1, 0, 16101101##16101201##16101301##16101401##16101501##16101601##, 16101001##, 0, 0.0, 1.09, 1.09, 1.09, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天峰五云剑伤害增加9%,
16200326, 16200326, 0, [4$$ 5$$ 6], 1, 0, 16101101##16101201##16101301##16101401##16101501##16101601##, 16101001##, 0, 0.0, 1.1, 1.1, 1.1, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天峰五云剑伤害增加10%,
16200327, 16200327, 0, [4$$ 5$$ 6], 1, 0, 16107001##16107201##, 16107001##, 0, 0.0, 1.005, 1.005, 1.005, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 风雷一剑伤害增加0.5%,
16200328, 16200328, 0, [4$$ 5$$ 6], 1, 0, 16107001##16107201##, 16107001##, 0, 0.0, 1.01, 1.01, 1.01, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 风雷一剑伤害增加1%,
16200329, 16200329, 0, [4$$ 5$$ 6], 1, 0, 16107001##16107201##, 16107001##, 0, 0.0, 1.015, 1.015, 1.015, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 风雷一剑伤害增加1.5%,
16200330, 16200330, 0, [4$$ 5$$ 6], 1, 0, 16107001##16107201##, 16107001##, 0, 0.0, 1.02, 1.02, 1.02, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 风雷一剑伤害增加2%,
16200331, 16200331, 0, [4$$ 5$$ 6], 1, 0, 16107001##16107201##, 16107001##, 0, 0.0, 1.025, 1.025, 1.025, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 风雷一剑伤害增加2.5%,
16200332, 16200332, 0, [4$$ 5$$ 6], 1, 0, 16107001##16107201##, 16107001##, 0, 0.0, 1.03, 1.03, 1.03, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 风雷一剑伤害增加3%,
16200333, 16200333, 0, [4$$ 5$$ 6], 1, 0, 16107001##16107201##, 16107001##, 0, 0.0, 1.035, 1.035, 1.035, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 风雷一剑伤害增加3.5%,
16200334, 16200334, 0, [4$$ 5$$ 6], 1, 0, 16107001##16107201##, 16107001##, 0, 0.0, 1.04, 1.04, 1.04, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 风雷一剑伤害增加4%,
16200335, 16200335, 0, [4$$ 5$$ 6], 1, 0, 16107001##16107201##, 16107001##, 0, 0.0, 1.045, 1.045, 1.045, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 风雷一剑伤害增加4.5%,
16200336, 16200336, 0, [4$$ 5$$ 6], 1, 0, 16107001##16107201##, 16107001##, 0, 0.0, 1.05, 1.05, 1.05, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 风雷一剑伤害增加5%,
15308001, 15308001, 0, [8], 1, 0, 15308001##15308301##15308401##, 15308001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天虚：贯甲箭定力伤害提高5%,
15308002, 15308002, 0, [8], 1, 0, 15308001##15308301##15308401##, 15308001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天虚：贯甲箭定力伤害提高10%,
15308003, 15308003, 0, [8], 1, 0, 15308001##15308301##15308401##, 15308001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天虚：贯甲箭定力伤害提高15%,
15308004, 15308004, 0, [8], 1, 0, 15308001##15308301##15308401##, 15308001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天虚：贯甲箭定力伤害提高20%,
15308005, 15308005, 0, [8], 1, 0, 15308001##15308301##15308401##, 15308001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天虚：贯甲箭定力伤害提高25%,
15308100, 15308100, 0, [66$$ 70], 3, 0, 15308001##, 15308001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], EmbeddedObj, None, 武曲：贯甲箭可以同时射出三箭，判定变宽。当命中目标时令下一次天龙扑月无需蓄力。,
15308101, 15308100, 0, [37], 2, 0, 15308001##, 15308001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 武曲：贯甲箭可以同时射出三箭，判定变宽。当命中目标时令下一次天龙扑月无需蓄力。,
15308200, 15308200, 0, [68$$ 70], 3, 0, 15308001##, 15308001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 七杀：贯甲箭发动后可再次按键，追加一段连射，对目标造成两倍伤害，五倍仇恨。,
15308300, 15308300, 0, [66$$ 70$$ 71], 3, 0, 15308001##, 15308001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], EmbeddedObj, None, 破军：贯甲箭对5层破甲目标造成3倍伤害，同时清除所有破甲效果。,
15304001, 15304001, 0, [8], 1, 0, 15304301##15303201##, 15304001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天虚：疾风枪定力伤害提高5%,
15304002, 15304002, 0, [8], 1, 0, 15304301##15303201##, 15304001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天虚：疾风枪定力伤害提高10%,
15304003, 15304003, 0, [8], 1, 0, 15304301##15303201##, 15304001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天虚：疾风枪定力伤害提高15%,
15304004, 15304004, 0, [8], 1, 0, 15304301##15303201##, 15304001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天虚：疾风枪定力伤害提高20%,
15304005, 15304005, 0, [8], 1, 0, 15304301##15303201##, 15304001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天虚：疾风枪定力伤害提高25%,
15304100, 15304100, 0, [4$$ 5$$ 6], 1, 0, 15303201##, 15304001##, 0, 0.0, 2.0, 2.0, 2.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 武曲：疾风枪可以更早追加断龙枪，追加断龙枪的伤害提高100%,
15304101, 15304100, 0, [63$$ 64$$ 65], 2, 0, 15304001##, 15304001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [0$$ 1], [1140457472$$ 1140457472], [1065353216$$ 0], None, None, 武曲：疾风枪可以更早追加断龙枪，追加断龙枪的伤害提高100%,
15304200, 15304200, 0, [1], 2, 0, 15304101##, 15304001##, 0, 5000.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 七杀：疾风枪延长连打时间2秒，伤害逐渐提高，最高提高50%，击中头目类敌人时可以额外回复霸气，此效果在背水状态下也可以生效。,
15304201, 15304200, 0, [66], 3, 0, 15304001##, 15304001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], EmbeddedObj, None, 七杀：疾风枪延长连打时间2秒，伤害逐渐提高，最高提高50%，击中头目类敌人时可以额外回复霸气，此效果在背水状态下也可以生效。,
15304202, 15304200, 0, [70], 3, 0, 15304101##15304301##, 15304001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 七杀：疾风枪延长连打时间2秒，伤害逐渐提高，最高提高50%，击中头目类敌人时可以额外回复霸气，此效果在背水状态下也可以生效。,
15304300, 15304300, 0, [71], 3, 0, 15303201##, 15304001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 破军：疾风枪暴击时造成撕裂状态，持续造成伤害；疾风枪追加断龙枪时，每层撕裂提高断龙枪暴击10%,
15304301, 15304300, 0, [70], 3, 0, 15304301##15303201##, 15304001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 破军：疾风枪暴击时造成撕裂状态，持续造成伤害；疾风枪追加断龙枪时，每层撕裂提高断龙枪暴击10%,
15314001, 15314001, 0, [4$$ 5], 1, 0, 15303501##, 15314001##, 0, 0.0, 1.05, 1.05, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天寿：烈风枪以及追加断龙枪触发饮血时，气血回复提高5%,
15314002, 15314002, 0, [4$$ 5], 1, 0, 15303501##, 15314001##, 0, 0.0, 1.1, 1.1, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天寿：烈风枪以及追加断龙枪触发饮血时，气血回复提高10%,
15314003, 15314003, 0, [4$$ 5], 1, 0, 15303501##, 15314001##, 0, 0.0, 1.15, 1.15, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天寿：烈风枪以及追加断龙枪触发饮血时，气血回复提高15%,
15314004, 15314004, 0, [4$$ 5], 1, 0, 15303501##, 15314001##, 0, 0.0, 1.2, 1.2, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天寿：烈风枪以及追加断龙枪触发饮血时，气血回复提高20%,
15314005, 15314005, 0, [4$$ 5], 1, 0, 15303501##, 15314001##, 0, 0.0, 1.25, 1.25, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天寿：烈风枪以及追加断龙枪触发饮血时，气血回复提高25%,
15314100, 15314100, 0, [71], 3, 0, 15314001##, 15314001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 武曲：烈风枪对破定目标造成2秒的真气紊乱，令目标无法使用轻功,
15314101, 15314101, 0, [62], 0, 0, 15314001##, 15314001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 武曲：烈风枪对破定目标造成2秒的真气紊乱，令目标无法使用轻功,
15314200, 15314200, 0, [4$$ 5$$ 6], 1, 0, 15303701##15313701##15313801##15313901##, 15314001##, 0, 0.0, 1.3, 1.3, 1.3, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 七杀：烈风枪追加断龙枪时伤害提高30%，饮血时回复两倍的杀意,
15314201, 15314200, 0, [70], 3, 0, 15303501##, 15314001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 七杀：烈风枪追加断龙枪时伤害提高30%，饮血时回复两倍的杀意,
15314202, 15314200, 0, [70], 3, 0, 15303901##, 15314001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 七杀：烈风枪追加断龙枪时伤害提高30%，饮血时回复两倍的杀意,
15314300, 15314300, 0, [70], 3, 0, 15304301##15308001##15308301##15308401##, 15314001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 破军：神威攻击处于5层破甲状态的霸体目标有几率强化烈风枪，对目标打出斩杀效果，造成4倍伤害，且必定会心。,
15314301, 15314300, 0, [70], 3, 0, 15303501##, 15314001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 破军：神威攻击处于5层破甲状态的霸体目标有几率强化烈风枪，对目标打出斩杀效果，造成4倍伤害，且必定会心。,
15305001, 15305001, 0, [8$$ 4$$ 5$$ 6], 1, 0, 15305001##15303301##, 15305001##, 0, 0.0, 1.2, 1.2, 1.2, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天虚：猛虎破以及猛虎破追加断龙枪的伤害提高20%，定力伤害提高5%,
15305002, 15305002, 0, [8$$ 4$$ 5$$ 6], 1, 0, 15305001##15303301##, 15305001##, 0, 0.0, 1.4, 1.4, 1.4, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天虚：猛虎破以及猛虎破追加断龙枪的伤害提高40%，定力伤害提高10%,
15305003, 15305003, 0, [8$$ 4$$ 5$$ 6], 1, 0, 15305001##15303301##, 15305001##, 0, 0.0, 1.6, 1.6, 1.6, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天虚：猛虎破以及猛虎破追加断龙枪的伤害提高60%，定力伤害提高15%,
15305004, 15305004, 0, [8$$ 4$$ 5$$ 6], 1, 0, 15305001##15303301##, 15305001##, 0, 0.0, 1.8, 1.8, 1.8, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天虚：猛虎破以及猛虎破追加断龙枪的伤害提高80%，定力伤害提高20%,
15305005, 15305005, 0, [8$$ 4$$ 5$$ 6], 1, 0, 15305001##15303301##, 15305001##, 0, 0.0, 2.0, 2.0, 2.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天虚：猛虎破以及猛虎破追加断龙枪的伤害提高100%，定力伤害提高25%,
15305100, 15305100, 0, [55], 0, 0, 15305001##, 15305001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 200, 0, None, 0.0, [], [], [], None, None, 武曲：猛虎破调息时间降低2秒，射程增加2米。,
15305101, 15305100, 0, [62], 0, 0, 15305001##, 15305001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, -2000.0, [], [], [], None, None, 武曲：猛虎破调息时间降低2秒，射程增加2米。,
15305200, 15305200, 0, [44], 2, 0, 15303301##, 15305001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 七杀：命中非玩家目标会造成大量仇恨并使其对你造成的伤害降低20%，同时自身获得战意状态，瞬发天龙扑月，持续20秒。,
15305201, 15305200, 0, [70], 3, 0, 15303301##, 15305001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 七杀：命中非玩家目标会造成大量仇恨并使其对你造成的伤害降低20%，同时自身获得战意状态，瞬发天龙扑月，持续20秒。,
15305202, 15305200, 0, [70], 3, 0, 15305001##, 15305001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 七杀：命中非玩家目标会造成大量仇恨并使其对你造成的伤害降低20%，同时自身获得战意状态，瞬发天龙扑月，持续20秒。,
15305300, 15305300, 0, [66], 3, 0, 15305001##15303301##, 15305001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], EmbeddedObj, None, 破军：猛虎破以及追加断龙枪的会心几率提高50%，暴击时对敌方造成撕裂,
15305301, 15305300, 0, [70], 3, 0, 15305001##15303301##, 15305001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 破军：猛虎破以及追加断龙枪的会心几率提高50%，暴击时对敌方造成撕裂,
15309001, 15309001, 0, [4$$ 5$$ 6], 1, 0, 15309001##, 15309001##, 0, 0.0, 1.03, 1.03, 1.03, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天伤：狂龙震伤害提高3%,
15309002, 15309002, 0, [4$$ 5$$ 6], 1, 0, 15309001##, 15309001##, 0, 0.0, 1.06, 1.06, 1.06, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天伤：狂龙震伤害提高6%,
15309003, 15309003, 0, [4$$ 5$$ 6], 1, 0, 15309001##, 15309001##, 0, 0.0, 1.09, 1.09, 1.09, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天伤：狂龙震伤害提高9%,
15309004, 15309004, 0, [4$$ 5$$ 6], 1, 0, 15309001##, 15309001##, 0, 0.0, 1.12, 1.12, 1.12, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天伤：狂龙震伤害提高12%,
15309005, 15309005, 0, [4$$ 5$$ 6], 1, 0, 15309001##, 15309001##, 0, 0.0, 1.15, 1.15, 1.15, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 天伤：狂龙震伤害提高15%,
15309100, 15309100, 0, [1], 0, 0, 15309001##, 15309001##, 0, -400.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 武曲：狂龙震蓄力时间降低0.4秒，如果在蓄力过程中受到攻击，此次伤害提高20%,
15309101, 15309100, 0, [66], 3, 0, 15309001##, 15309001##, 0, -400.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], EmbeddedObj, None, 武曲：狂龙震蓄力时间降低0.4秒，如果在蓄力过程中受到攻击，此次伤害提高20%,
15309200, 15309200, 0, [66], 3, 0, 15309001##, 15309001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], EmbeddedObj, None, 七杀：狂龙震对五层破甲目标造成的伤害提升50%.,
15309300, 15309300, 0, [70], 3, 0, 15309001##, 15309001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 破军：命中目标越多造成的范围伤害越高,
15311001, 15311001, 0, [70], 2, 0, 15311001##, 15311001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 武曲：回复自身100%定力值，背水一击状态期间用霸气值抵消即将受到的所有伤害,
15311101, 15311101, 0, [70], 2, 0, 15311001##, 15311001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 七杀：背水一击状态持续期间对非玩家目标造成的仇恨提升20%，造成的伤害提升10%，受到的伤害降低10%。,
15311201, 15311201, 0, [34], 0, 0, 15311001##, 15311001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 500.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 破军：震飞效果变为压制，范围增加100%，背水一击状态持续时间、瞬发天龙不再受到自身血量影响。命中目标越多背水状态持续时间越长，命中3个以上的目标刷新无敌无我。,
15311202, 15311201, 0, [70], 2, 0, 15311001##, 15311001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 破军：震飞效果变为压制，范围增加100%，背水一击状态持续时间、瞬发天龙不再受到自身血量影响。命中目标越多背水状态持续时间越长，命中3个以上的目标刷新无敌无我。,
15311203, 15311201, 0, [66], 3, 0, 15311001##, 15311001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], EmbeddedObj, None, 破军：震飞效果变为压制，范围增加100%，背水一击状态持续时间、瞬发天龙不再受到自身血量影响。命中目标越多背水状态持续时间越长，命中3个以上的目标刷新无敌无我。,
15303400, 15303400, 0, [70], 2, 0, 15308001##15308301##15308401##, 15308001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 贯甲箭破甲持续时间延长0.4秒,
15303401, 15303401, 0, [70], 2, 0, 15308001##15308301##15308401##, 15308001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 贯甲箭破甲持续时间延长0.8秒,
15303402, 15303402, 0, [70], 2, 0, 15308001##15308301##15308401##, 15308001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 贯甲箭破甲持续时间延长1.2秒,
15303403, 15303403, 0, [70], 2, 0, 15308001##15308301##15308401##, 15308001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 贯甲箭破甲持续时间延长1.6秒,
15303404, 15303404, 0, [70], 2, 0, 15308001##15308301##15308401##, 15308001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 贯甲箭破甲持续时间延长2秒,
15303405, 15303405, 0, [34], 0, 0, 15303101##, 15303001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 断龙枪攻击范围提高0.2米,
15303406, 15303406, 0, [34], 0, 0, 15303101##, 15303001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 断龙枪攻击范围提高0.4米,
15303407, 15303407, 0, [34], 0, 0, 15303101##, 15303001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 60.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 断龙枪攻击范围提高0.6米,
15303408, 15303408, 0, [34], 0, 0, 15303101##, 15303001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 80.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 断龙枪攻击范围提高0.8米,
15303409, 15303409, 0, [34], 0, 0, 15303101##, 15303001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 断龙枪攻击范围提高1米,
15400001, 15400001, 0, [8$$ 34], 1, 0, 15303101##, 15303001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.001429, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 断龙枪直接施放不用于追加时，定力伤害提升5%，范围增加0.1米,
15400002, 15400002, 0, [8$$ 34], 1, 0, 15303101##, 15303001##, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.002857, None, 0, 0, 0, None, 0.0, [], [], [], None, None, 断龙枪直接施放不用于追加时，定力伤害提升9%，范围增加0.2米,
