additionalId,       name, pinji,  affixGroup, color, pinji2, wg, ng, wf, nf, , , ld, qj, gg, dc, sf, rj, , qx, nx, , , , , mz, gd, hx, hs, , , , , , , , , , , , , , gongliOffset,   ,  ,   propsDesc,  ,jiangxin,    ,    ,  ,  ,  ,  ,
3004011, 暗器库洞察1低级, 1, 3004, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+4, 0, 1, 101, 201, 0, 0, 0, 0, 
3004012, 暗器库洞察1中级, 1, 3004, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+6, 0, 2, 101, 201, 0, 0, 0, 0, 
3004021, 暗器库洞察2低级, 2, 3004, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+10, 0, 3, 102, 202, 0, 0, 0, 0, 
3004022, 暗器库洞察2中级, 2, 3004, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+12, 0, 4, 102, 202, 0, 0, 0, 0, 
3004031, 暗器库洞察3低级, 3, 3004, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+16, 0, 5, 103, 203, 0, 0, 0, 0, 
3004032, 暗器库洞察3中级, 3, 3004, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+20, 0, 6, 103, 203, 0, 0, 0, 0, 
3004041, 暗器库洞察4低级, 4, 3004, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+22, 0, 7, 104, 204, 0, 0, 0, 0, 
3004042, 暗器库洞察4中级, 4, 3004, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+28, 0, 8, 104, 204, 0, 0, 0, 0, 
3004051, 暗器库洞察5低级, 5, 3004, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+29, 0, 9, 105, 205, 0, 0, 0, 0, 
3004052, 暗器库洞察5中级, 5, 3004, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+36, 0, 10, 105, 205, 0, 0, 0, 0, 
3004061, 暗器库洞察6低级, 6, 3004, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+37, 0, 11, 106, 206, 0, 0, 0, 0, 
3004062, 暗器库洞察6中级, 6, 3004, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+42, 0, 14, 106, 206, 0, 0, 0, 0, 
3004071, 暗器库洞察7低级, 7, 3004, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+43, 0, 15, 107, 207, 0, 0, 0, 0, 
3004072, 暗器库洞察7中级, 7, 3004, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+50, 0, 16, 107, 207, 0, 0, 0, 0, 
3004081, 暗器库洞察8低级, 8, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+51, 0, 15, 108, 208, 0, 0, 0, 0, 
3004082, 暗器库洞察8中级, 8, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+58, 0, 19, 108, 208, 0, 0, 0, 0, 
3004091, 暗器库洞察9低级, 9, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+59, 0, 17, 109, 209, 0, 0, 0, 0, 
3004092, 暗器库洞察9中级, 9, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+66, 0, 21, 109, 209, 0, 0, 0, 0, 
3004101, 暗器库洞察10低级, 10, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+67, 0, 19, 110, 210, 0, 0, 0, 0, 
3004102, 暗器库洞察10中级, 10, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 慧观：洞察+72, 0, 24, 110, 210, 0, 0, 0, 0, 
3005011, 暗器库身法1低级, 1, 3005, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+4, 0, 1, 101, 201, 0, 0, 0, 0, 
3005012, 暗器库身法1中级, 1, 3005, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+6, 0, 2, 101, 201, 0, 0, 0, 0, 
3005021, 暗器库身法2低级, 2, 3005, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+10, 0, 3, 102, 202, 0, 0, 0, 0, 
3005022, 暗器库身法2中级, 2, 3005, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+12, 0, 4, 102, 202, 0, 0, 0, 0, 
3005031, 暗器库身法3低级, 3, 3005, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+16, 0, 5, 103, 203, 0, 0, 0, 0, 
3005032, 暗器库身法3中级, 3, 3005, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+20, 0, 6, 103, 203, 0, 0, 0, 0, 
3005041, 暗器库身法4低级, 4, 3005, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+22, 0, 7, 104, 204, 0, 0, 0, 0, 
3005042, 暗器库身法4中级, 4, 3005, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+28, 0, 8, 104, 204, 0, 0, 0, 0, 
3005051, 暗器库身法5低级, 5, 3005, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+29, 0, 9, 105, 205, 0, 0, 0, 0, 
3005052, 暗器库身法5中级, 5, 3005, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+36, 0, 10, 105, 205, 0, 0, 0, 0, 
3005061, 暗器库身法6低级, 6, 3005, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+37, 0, 11, 106, 206, 0, 0, 0, 0, 
3005062, 暗器库身法6中级, 6, 3005, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+42, 0, 14, 106, 206, 0, 0, 0, 0, 
3005071, 暗器库身法7低级, 7, 3005, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+43, 0, 15, 107, 207, 0, 0, 0, 0, 
3005072, 暗器库身法7中级, 7, 3005, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+50, 0, 16, 107, 207, 0, 0, 0, 0, 
3005081, 暗器库身法8低级, 8, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+51, 0, 15, 108, 208, 0, 0, 0, 0, 
3005082, 暗器库身法8中级, 8, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+58, 0, 19, 108, 208, 0, 0, 0, 0, 
3005091, 暗器库身法9低级, 9, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+59, 0, 17, 109, 209, 0, 0, 0, 0, 
3005092, 暗器库身法9中级, 9, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+66, 0, 21, 109, 209, 0, 0, 0, 0, 
3005101, 暗器库身法10低级, 10, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+67, 0, 19, 110, 210, 0, 0, 0, 0, 
3005102, 暗器库身法10中级, 10, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 纳敏：身法+72, 0, 24, 110, 210, 0, 0, 0, 0, 
3006011, 暗器库外功攻击1低级, 1, 3006, 1, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+6, 0, 1, 101, 201, 0, 0, 0, 0, 
3006012, 暗器库外功攻击1中级, 1, 3006, 1, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+8, 0, 2, 101, 201, 0, 0, 0, 0, 
3006021, 暗器库外功攻击2低级, 2, 3006, 1, 2, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+12, 0, 3, 102, 202, 0, 0, 0, 0, 
3006022, 暗器库外功攻击2中级, 2, 3006, 1, 2, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+16, 0, 4, 102, 202, 0, 0, 0, 0, 
3006031, 暗器库外功攻击3低级, 3, 3006, 1, 3, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+18, 0, 5, 103, 203, 0, 0, 0, 0, 
3006032, 暗器库外功攻击3中级, 3, 3006, 1, 3, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+22, 0, 6, 103, 203, 0, 0, 0, 0, 
3006041, 暗器库外功攻击4低级, 4, 3006, 1, 4, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+24, 0, 7, 104, 204, 0, 0, 0, 0, 
3006042, 暗器库外功攻击4中级, 4, 3006, 1, 4, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+30, 0, 8, 104, 204, 0, 0, 0, 0, 
3006051, 暗器库外功攻击5低级, 5, 3006, 1, 5, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+32, 0, 9, 105, 205, 0, 0, 0, 0, 
3006052, 暗器库外功攻击5中级, 5, 3006, 1, 5, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+38, 0, 10, 105, 205, 0, 0, 0, 0, 
3006061, 暗器库外功攻击6低级, 6, 3006, 1, 6, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+40, 0, 11, 106, 206, 0, 0, 0, 0, 
3006062, 暗器库外功攻击6中级, 6, 3006, 1, 6, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+46, 0, 14, 106, 206, 0, 0, 0, 0, 
3006071, 暗器库外功攻击7低级, 7, 3006, 1, 7, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+48, 0, 15, 107, 207, 0, 0, 0, 0, 
3006072, 暗器库外功攻击7中级, 7, 3006, 1, 7, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+52, 0, 16, 107, 207, 0, 0, 0, 0, 
3006081, 暗器库外功攻击8低级, 8, 0, 1, 8, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+54, 0, 15, 108, 208, 0, 0, 0, 0, 
3006082, 暗器库外功攻击8中级, 8, 0, 1, 8, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+60, 0, 19, 108, 208, 0, 0, 0, 0, 
3006091, 暗器库外功攻击9低级, 9, 0, 1, 9, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+62, 0, 17, 109, 209, 0, 0, 0, 0, 
3006092, 暗器库外功攻击9中级, 9, 0, 1, 9, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+68, 0, 21, 109, 209, 0, 0, 0, 0, 
3006101, 暗器库外功攻击10低级, 10, 0, 1, 10, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+70, 0, 19, 110, 210, 0, 0, 0, 0, 
3006102, 暗器库外功攻击10中级, 10, 0, 1, 10, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 开碑：外功攻击+76, 0, 24, 110, 210, 0, 0, 0, 0, 
3007011, 暗器库内功攻击1低级, 1, 3007, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 倒海：内功攻击+1, 0, 1, 101, 201, 0, 0, 0, 0, 
3007012, 暗器库内功攻击1中级, 1, 3007, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 倒海：内功攻击+2, 0, 2, 101, 201, 0, 0, 0, 0, 
3007021, 暗器库内功攻击2低级, 2, 3007, 1, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 倒海：内功攻击+3, 0, 3, 102, 202, 0, 0, 0, 0, 
3007022, 暗器库内功攻击2中级, 2, 3007, 1, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 倒海：内功攻击+4, 0, 4, 102, 202, 0, 0, 0, 0, 
3007031, 暗器库内功攻击3低级, 3, 3007, 1, 3, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 倒海：内功攻击+5, 0, 5, 103, 203, 0, 0, 0, 0, 
3007032, 暗器库内功攻击3中级, 3, 3007, 1, 3, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 倒海：内功攻击+6, 0, 6, 103, 203, 0, 0, 0, 0, 
3007041, 暗器库内功攻击4低级, 4, 3007, 1, 4, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 倒海：内功攻击+7, 0, 7, 104, 204, 0, 0, 0, 0, 
3007042, 暗器库内功攻击4中级, 4, 3007, 1, 4, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 倒海：内功攻击+9, 0, 8, 104, 204, 0, 0, 0, 0, 
3007051, 暗器库内功攻击5低级, 5, 3007, 1, 5, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 倒海：内功攻击+10, 0, 9, 105, 205, 0, 0, 0, 0, 
3007052, 暗器库内功攻击5中级, 5, 3007, 1, 5, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 倒海：内功攻击+11, 0, 10, 105, 205, 0, 0, 0, 0, 
3007061, 暗器库内功攻击6低级, 6, 3007, 1, 6, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 倒海：内功攻击+12, 0, 11, 106, 206, 0, 0, 0, 0, 
3007062, 暗器库内功攻击6中级, 6, 3007, 1, 6, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 倒海：内功攻击+14, 0, 14, 106, 206, 0, 0, 0, 0, 
