id,quality,name,evaluationLV,limitLVMin,limitLVMax,menpai,desc,bgDesc,jiangxin,enhanceAble,jiangxinAble,tejiAble,durable,wgMin,wgMax,ngMin,ngMax,wf,nf,dingliATK,dingliDEF,ld,qj,gg,dc,sf,rj,gongli,zhanliOffset,dingli,qx,mz,gd,hx,hs,chaizhao,yushang,poshang,liaoshang,repairCost,icon,xxx3d_str,catDesc,taozhuangId,equipType,equipPos
6302016,1,闻香,80,70,0,3,本装备为PVP装,,8,1,1,1,1200,95,116,8,10,0,0,0,0,13,0,11,0,19,0,22,0,0,0,0,0,0,0,11,0,0,0,240,icon_64_equip_auxiliary_GB_Hulu_0021,Weapon_GB_K_Auxiliary_1016,制造装,0,2,FuWuQi
6302017,1,薄暮,90,70,0,3,本装备为PVP装,,9,1,1,1,1200,123,150,11,14,0,0,0,0,15,0,12,0,22,0,30,0,0,0,0,0,0,0,15,0,0,0,300,icon_64_equip_auxiliary_GB_Hulu_0016,Weapon_GB_K_Auxiliary_1017,制造装,0,2,FuWuQi
6302018,2,百花酒,45,31,0,3,本装备为PVP装,,2,1,1,1,1500,36,44,2,3,0,0,0,0,7,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,144,icon_64_equip_auxiliary_GB_Hulu_0012,Weapon_GB_K_Auxiliary_1012,制造装,0,2,FuWuQi
6302019,2,忘忧酒,55,41,0,3,本装备为PVP装,,2,1,1,1,1500,48,59,3,4,0,0,0,0,9,0,7,0,12,0,6,0,0,0,0,0,0,0,3,0,0,0,216,icon_64_equip_auxiliary_GB_Hulu_0013,Weapon_GB_K_Auxiliary_1013,制造装,0,2,FuWuQi
6302020,2,琼觞,65,51,0,3,本装备为PVP装,,4,1,1,1,1500,63,78,5,6,0,0,0,0,11,0,8,0,15,0,10,0,0,0,0,0,0,0,5,0,0,0,288,icon_64_equip_auxiliary_GB_Hulu_0014,Weapon_GB_K_Auxiliary_1014,制造装,0,2,FuWuQi
6302021,2,瀛洲,75,61,0,3,本装备为PVP装,,6,1,1,1,1500,82,101,7,9,0,0,0,0,13,0,10,0,18,0,16,0,0,0,0,0,0,0,8,0,0,0,384,icon_64_equip_auxiliary_GB_Hulu_0015,Weapon_GB_K_Auxiliary_1015,制造装,0,2,FuWuQi
6302022,2,醉马,85,70,0,3,本装备为PVP装,,8,1,1,1,1500,108,133,9,12,0,0,0,0,14,0,12,0,20,0,26,0,0,0,0,0,0,0,13,0,0,0,480,icon_64_equip_auxiliary_GB_Hulu_0021,Weapon_GB_K_Auxiliary_1016,制造装,0,2,FuWuQi
6302023,2,红泥,95,70,0,3,本装备为PVP装,,9,1,1,1,1500,137,168,12,15,0,0,0,0,16,0,13,0,23,0,34,0,0,0,0,0,0,0,17,0,0,0,600,icon_64_equip_auxiliary_GB_Hulu_0016,Weapon_GB_K_Auxiliary_1017,制造装,0,2,FuWuQi
6302024,3,极乐酒,63,41,0,3,本装备为PVP装,,2,1,1,1,1800,60,74,5,6,0,0,0,0,11,0,8,0,14,0,8,0,0,0,0,0,0,0,4,0,0,0,432,icon_64_equip_auxiliary_GB_Hulu_0013,Weapon_GB_K_Auxiliary_1013,制造装,0,2,FuWuQi
6302025,3,仙露,73,51,0,3,本装备为PVP装,,4,1,1,1,1800,78,96,7,8,0,0,0,0,13,0,10,0,17,0,14,0,0,0,0,0,0,0,7,0,0,0,576,icon_64_equip_auxiliary_GB_Hulu_0014,Weapon_GB_K_Auxiliary_1014,制造装,0,2,FuWuQi
6302026,3,蓬莱,83,61,0,3,本装备为PVP装,,6,1,1,1,1800,103,126,9,11,0,0,0,0,14,0,12,0,20,0,24,0,0,0,0,0,0,0,12,0,0,0,768,icon_64_equip_auxiliary_GB_Hulu_0015,Weapon_GB_K_Auxiliary_1015,制造装,0,2,FuWuQi
6302027,3,乱弦,93,70,0,3,本装备为PVP装,,8,1,1,1,1800,131,161,12,15,0,0,0,0,16,0,13,0,23,0,32,0,0,0,0,0,0,0,16,0,0,0,960,icon_64_equip_auxiliary_GB_Hulu_0021,Weapon_GB_K_Auxiliary_1016,制造装,0,2,FuWuQi
6302028,3,云烟,103,70,0,3,本装备为PVP装,,9,1,1,1,1800,161,198,15,19,0,0,0,0,18,0,15,0,25,0,38,0,0,0,0,0,0,0,19,0,0,0,1200,icon_64_equip_auxiliary_GB_Hulu_0016,Weapon_GB_K_Auxiliary_1017,制造装,0,2,FuWuQi
6302029,3,花雕酒,47,30,0,3,,,2,1,1,1,1500,38,47,2,3,0,0,0,0,7,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,144,icon_64_equip_auxiliary_GB_Hulu_0006,Weapon_GB_K_Auxiliary_1006,普通话本装（不再产出）,0,2,FuWuQi
6302030,3,屠苏酒,62,41,0,3,本装备为PVP装,,2,1,1,1,1800,59,72,5,6,0,0,0,0,11,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,432,icon_64_equip_auxiliary_GB_Hulu_0007,Weapon_GB_K_Auxiliary_1007,普通话本装（不再产出）,0,2,FuWuQi
6302031,3,杜康酒,70,51,0,3,本装备为PVP装,,4,1,1,1,1800,73,89,6,7,0,0,0,0,12,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,576,icon_64_equip_auxiliary_GB_Hulu_0008,Weapon_GB_K_Auxiliary_1008,普通话本装（不再产出）,0,2,FuWuQi
6302032,3,猴儿酒,80,61,0,3,本装备为PVP装,,6,1,1,1,1800,95,116,8,10,0,0,0,0,13,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,768,icon_64_equip_auxiliary_GB_Hulu_0009,Weapon_GB_K_Auxiliary_1009,普通话本装（不再产出）,0,2,FuWuQi
6302033,3,状元红,90,70,0,3,本装备为PVP装,,8,1,1,1,1800,123,150,12,15,0,0,0,0,15,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_auxiliary_GB_Hulu_0010,Weapon_GB_K_Auxiliary_1010,普通话本装（不再产出）,0,2,FuWuQi
6302034,3,五加皮,67,50,0,3,本装备为PVP装,,2,1,1,1,1800,67,82,7,9,0,0,0,0,13,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,432,icon_64_equip_auxiliary_GB_Hulu_0017,Weapon_GB_K_Auxiliary_1018,挑战本装（不再产出）,0,2,FuWuQi
6302035,3,竹叶青,77,60,0,3,本装备为PVP装,,4,1,1,1,1800,87,107,10,13,0,0,0,0,14,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,576,icon_64_equip_auxiliary_GB_Hulu_0019,Weapon_GB_K_Auxiliary_1019,挑战本装（不再产出）,0,2,FuWuQi
6302036,3,梨花白,87,70,0,3,本装备为PVP装,,6,1,1,1,1800,114,140,13,16,0,0,0,0,16,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,768,icon_64_equip_auxiliary_GB_Hulu_0018,Weapon_GB_K_Auxiliary_1020,挑战本装（不再产出）,0,2,FuWuQi
6302037,3,新丰醪,97,70,0,3,本装备为PVP装,,8,1,1,1,1800,143,176,16,20,0,0,0,0,18,0,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_auxiliary_GB_Hulu_0020,Weapon_GB_K_Auxiliary_1021,挑战本装（不再产出）,0,2,FuWuQi
6302038,4,兰陵醉,105,81,0,3,本装备为PVP装,,9,1,1,1,2000,167,205,18,22,0,0,0,0,20,0,18,0,25,0,40,0,0,0,0,0,0,0,20,0,0,0,6000,icon_64_equip_auxiliary_GB_Hulu_0022,Weapon_GB_K_Auxiliary_1022,稀有装,0,2,FuWuQi
6302039,4,文君酿,97,65,0,3,本装备为PVP装,,6,1,1,1,2000,141,173,13,16,0,0,0,0,17,0,14,0,24,0,36,0,0,0,0,0,0,0,18,0,0,0,3840,icon_64_equip_auxiliary_GB_Hulu_0024,Weapon_GB_K_Auxiliary_1023,稀有装,0,2,FuWuQi
6302040,4,罗浮春,110,85,0,3,本装备为PVP装,,9,1,1,1,2000,200,245,20,25,0,0,0,0,23,0,19,0,32,0,44,0,0,0,0,0,0,0,22,0,0,0,4800,icon_64_equip_auxiliary_GB_Hulu_0025,Weapon_GB_K_Auxiliary_1024,稀有装,0,2,FuWuQi
6302041,4,快活仙,115,90,0,3,本装备为PVP装,,9,1,1,1,2000,233,285,26,32,0,0,0,0,27,0,21,0,37,0,46,0,0,0,0,0,0,0,23,0,0,0,6000,icon_64_equip_weapon_GB_Hulu_0032,Weapon_GB_K_Auxiliary_1032,稀有装,0,2,FuWuQi
6302042,1,自酿酒,13,15,0,3,,,0,0,0,0,1200,9,12,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,icon_64_equip_auxiliary_GB_Hulu_0004,Weapon_GB_K_Auxiliary_1004,江洋大盗,0,1,FuWuQi
6302043,1,陈年酒,23,25,0,3,,,0,0,0,0,1200,15,20,0,0,0,0,0,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,48,icon_64_equip_auxiliary_GB_Hulu_0005,Weapon_GB_K_Auxiliary_1005,江洋大盗,0,1,FuWuQi
6302044,2,山河·加饭酒,43,30,0,3,本装备为PVP装,,2,1,1,1,1500,34,42,2,3,0,0,0,0,7,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,144,icon_64_equip_auxiliary_GB_Hulu_0006,Weapon_GB_K_Auxiliary_1006,江洋大盗,0,2,FuWuQi
6302045,2,山河·高粱酒,53,45,0,3,本装备为PVP装,,2,1,1,1,1500,45,56,3,4,0,0,0,0,9,0,7,0,12,0,6,0,0,0,0,0,0,0,3,0,0,0,216,icon_64_equip_auxiliary_GB_Hulu_0007,Weapon_GB_K_Auxiliary_1007,江洋大盗,0,2,FuWuQi
6302046,2,山河·糯米酒,63,55,0,3,本装备为PVP装,,4,1,1,1,1500,60,74,5,6,0,0,0,0,11,0,8,0,14,0,8,0,0,0,0,0,0,0,4,0,0,0,288,icon_64_equip_auxiliary_GB_Hulu_0008,Weapon_GB_K_Auxiliary_1008,江洋大盗,0,2,FuWuQi
6302047,2,山河·麦子酒,73,65,0,3,本装备为PVP装,,6,1,1,1,1500,78,96,7,8,0,0,0,0,13,0,10,0,17,0,14,0,0,0,0,0,0,0,7,0,0,0,384,icon_64_equip_auxiliary_GB_Hulu_0009,Weapon_GB_K_Auxiliary_1009,江洋大盗,0,2,FuWuQi
6302048,2,山河·大曲酒,83,70,0,3,本装备为PVP装,,8,1,1,1,1500,103,126,9,11,0,0,0,0,14,0,12,0,20,0,24,0,0,0,0,0,0,0,12,0,0,0,480,icon_64_equip_auxiliary_GB_Hulu_0010,Weapon_GB_K_Auxiliary_1010,江洋大盗,0,2,FuWuQi
6302049,2,山河·杏花酒,88,70,0,3,本装备为PVP装,,9,1,1,1,1500,117,143,10,13,0,0,0,0,15,0,12,0,21,0,28,0,0,0,0,0,0,0,14,0,0,0,600,icon_64_equip_auxiliary_GB_Hulu_0011,Weapon_GB_K_Auxiliary_1011,江洋大盗,0,2,FuWuQi
6302050,1,加饭酒,38,35,0,3,本装备为PVP装,,2,1,1,1,1500,30,37,2,2,0,0,0,0,6,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,144,icon_64_equip_auxiliary_GB_Hulu_0006,Weapon_GB_K_Auxiliary_1006,商店售卖,0,2,FuWuQi
6302051,1,高粱酒,48,45,0,3,本装备为PVP装,,2,1,1,1,1500,39,48,3,3,0,0,0,0,8,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,216,icon_64_equip_auxiliary_GB_Hulu_0007,Weapon_GB_K_Auxiliary_1007,商店售卖,0,2,FuWuQi
6302052,1,糯米酒,58,55,0,3,本装备为PVP装,,4,1,1,1,1500,60,74,5,6,0,0,0,0,11,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,288,icon_64_equip_auxiliary_GB_Hulu_0008,Weapon_GB_K_Auxiliary_1008,商店售卖,0,2,FuWuQi
6302053,1,麦子酒,68,65,0,3,本装备为PVP装,,6,1,1,1,1500,78,96,7,8,0,0,0,0,13,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,384,icon_64_equip_auxiliary_GB_Hulu_0009,Weapon_GB_K_Auxiliary_1009,商店售卖,0,2,FuWuQi
6302054,1,大曲酒,78,70,0,3,本装备为PVP装,,8,1,1,1,1500,103,126,9,11,0,0,0,0,14,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,480,icon_64_equip_auxiliary_GB_Hulu_0010,Weapon_GB_K_Auxiliary_1010,商店售卖,0,2,FuWuQi
6302055,1,杏花酒,85,70,0,3,本装备为PVP装,,9,1,1,1,1500,117,143,10,13,0,0,0,0,15,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,600,icon_64_equip_auxiliary_GB_Hulu_0011,Weapon_GB_K_Auxiliary_1011,商店售卖,0,2,FuWuQi
6302056,0,葫芦,1,1,0,3,,,0,0,0,0,1000,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,icon_64_equip_auxiliary_GB_Hulu_0001,Weapon_GB_K_Auxiliary_1001,商店出售,0,1,FuWuQi
6302057,0,网缠葫芦,5,1,0,3,,,0,0,0,0,1000,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2,icon_64_equip_auxiliary_GB_Hulu_0002,Weapon_GB_K_Auxiliary_1002,商店售卖,0,1,FuWuQi
6302058,1,青叶葫芦,8,7,0,3,,,0,0,0,0,1200,10,13,0,0,0,0,0,0,1,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,12,icon_64_equip_auxiliary_GB_Hulu_0003,Weapon_GB_K_Auxiliary_1003,商店售卖,0,1,FuWuQi
6302059,1,自酿酒,18,11,0,3,,,0,0,0,0,1200,16,19,0,0,0,0,0,0,2,0,2,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,24,icon_64_equip_auxiliary_GB_Hulu_0004,Weapon_GB_K_Auxiliary_1004,商店售卖,0,1,FuWuQi
6302060,1,陈年酒,28,21,0,3,,,0,0,0,0,1200,22,27,1,1,0,0,0,0,4,0,3,0,5,0,0,79,0,0,0,0,0,0,0,0,0,0,48,icon_64_equip_auxiliary_GB_Hulu_0005,Weapon_GB_K_Auxiliary_1005,商店售卖,0,1,FuWuQi
6302061,3,新丰醪,93,81,0,3,本装备为PVP装,,9,1,1,1,1800,137,167,13,16,0,0,0,0,16,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_auxiliary_GB_Hulu_0020,Weapon_GB_K_Auxiliary_1021,不再投放的旧版任务装,0,2,FuWuQi
6402001,0,折扇,1,1,0,4,,,0,0,0,0,1000,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,icon_64_equip_main_TM_Shan_0000,Weapon_TM_M_Main_1001,新手装,0,1,FuWuQi
6402002,0,麻纸扇,5,1,0,4,,,0,0,0,0,1000,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,2,icon_64_equip_main_TM_Shan_0001,Weapon_TM_M_Main_1002,任务装PVE,0,1,FuWuQi
6402003,1,凡铁扇,8,7,0,4,,,0,0,0,0,1200,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,12,icon_64_equip_main_TM_Shan_0002,Weapon_TM_M_Main_1003,任务装PVE,0,1,FuWuQi
6402004,1,钢骨扇,18,11,0,4,,,0,0,0,0,1200,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,24,icon_64_equip_main_TM_Shan_0003,Weapon_TM_M_Main_1004,任务装PVE,0,1,FuWuQi
6402005,1,清松扇,28,21,0,4,,,0,0,0,0,1200,28,33,1,1,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,1,0,48,icon_64_equip_main_TM_Shan_0004,Weapon_TM_M_Main_1005,任务装PVE,0,1,FuWuQi
6402006,1,彩屏扇,38,31,0,4,本装备为PVP装,,2,1,1,1,1500,30,37,2,2,0,0,0,0,7,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,icon_64_equip_main_TM_Shan_0005,Weapon_TM_M_Main_1006,不再投放的旧版任务装,0,2,FuWuQi
6402007,1,花鸟扇,48,41,0,4,本装备为PVP装,,2,1,1,1,1500,39,48,3,3,0,0,0,0,9,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,icon_64_equip_main_TM_Shan_0006,Weapon_TM_M_Main_1007,不再投放的旧版任务装,0,2,FuWuQi
6402008,2,山水扇,63,51,0,4,本装备为PVP装,,4,1,1,1,1500,60,74,5,6,0,0,0,0,13,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,icon_64_equip_main_TM_Shan_0007,Weapon_TM_M_Main_1008,不再投放的旧版任务装,0,2,FuWuQi
6402009,2,寻梅扇,73,61,0,4,本装备为PVP装,,6,1,1,1,1500,78,96,7,8,0,0,0,0,15,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,icon_64_equip_main_TM_Shan_0008,Weapon_TM_M_Main_1009,不再投放的旧版任务装,0,2,FuWuQi
6402010,2,墨宝扇,83,70,0,4,本装备为PVP装,,8,1,1,1,1500,103,126,9,11,0,0,0,0,17,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,icon_64_equip_main_TM_Shan_0009,Weapon_TM_M_Main_1010,不再投放的旧版任务装,0,2,FuWuQi
6402011,1,飞鹤扇,85,70,0,4,本装备为PVP装,,9,1,1,1,1500,117,143,10,13,0,0,0,0,18,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,icon_64_equip_main_TM_Shan_0010,Weapon_TM_M_Main_1011,未投放装备,0,2,FuWuQi
6402012,1,公权扇,40,31,0,4,本装备为PVP装,,2,1,1,1,1200,31,38,2,2,0,0,0,0,7,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,icon_64_equip_main_TM_Shan_0011,Weapon_TM_M_Main_1012,制造装,0,2,FuWuQi
6402013,1,薛涛扇,50,41,0,4,本装备为PVP装,,2,1,1,1,1200,41,51,3,3,0,0,0,0,9,6,0,11,0,0,4,0,0,0,0,0,0,0,2,0,0,0,108,icon_64_equip_main_TM_Shan_0012,Weapon_TM_M_Main_1013,制造装,0,2,FuWuQi
6402014,1,流年,60,51,0,4,本装备为PVP装,,4,1,1,1,1200,55,67,4,5,0,0,0,0,12,8,0,13,0,0,8,0,0,0,0,0,0,0,4,0,0,0,144,icon_64_equip_main_TM_Shan_0013,Weapon_TM_M_Main_1014,制造装,0,2,FuWuQi
6402015,1,凌波,70,61,0,4,本装备为PVP装,,6,1,1,1,1200,73,89,6,7,0,0,0,0,14,9,0,16,0,0,12,0,0,0,0,0,0,0,6,0,0,0,192,icon_64_equip_main_TM_Shan_0014,Weapon_TM_M_Main_1015,制造装,0,2,FuWuQi
6402016,1,霜月,80,70,0,4,本装备为PVP装,,8,1,1,1,1200,95,116,8,10,0,0,0,0,16,11,0,19,0,0,22,0,0,0,0,0,0,0,11,0,0,0,240,icon_64_equip_main_TM_Shan_0015,Weapon_TM_M_Main_1016,制造装,0,2,FuWuQi
6402017,1,藏龙,90,70,0,4,本装备为PVP装,,9,1,1,1,1200,123,150,11,14,0,0,0,0,18,12,0,22,0,0,30,0,0,0,0,0,0,0,15,0,0,0,300,icon_64_equip_main_TM_Shan_0016,Weapon_TM_M_Main_1017,制造装,0,2,FuWuQi
6402018,2,真卿扇,45,31,0,4,本装备为PVP装,,2,1,1,1,1500,36,44,2,3,0,0,0,0,8,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,icon_64_equip_main_TM_Shan_0011,Weapon_TM_M_Main_1012,制造装,0,2,FuWuQi
6402019,2,云蓝扇,55,41,0,4,本装备为PVP装,,2,1,1,1,1500,48,59,3,4,0,0,0,0,10,7,0,12,0,0,6,0,0,0,0,0,0,0,3,0,0,0,216,icon_64_equip_main_TM_Shan_0012,Weapon_TM_M_Main_1013,制造装,0,2,FuWuQi
6402020,2,芳华,65,51,0,4,本装备为PVP装,,4,1,1,1,1500,63,78,5,6,0,0,0,0,13,8,0,15,0,0,10,0,0,0,0,0,0,0,5,0,0,0,288,icon_64_equip_main_TM_Shan_0013,Weapon_TM_M_Main_1014,制造装,0,2,FuWuQi
6402021,2,绿萼,75,61,0,4,本装备为PVP装,,6,1,1,1,1500,82,101,7,9,0,0,0,0,15,10,0,18,0,0,16,0,0,0,0,0,0,0,8,0,0,0,384,icon_64_equip_main_TM_Shan_0014,Weapon_TM_M_Main_1015,制造装,0,2,FuWuQi
6402022,2,拂风,85,70,0,4,本装备为PVP装,,8,1,1,1,1500,108,133,9,12,0,0,0,0,17,12,0,20,0,0,26,0,0,0,0,0,0,0,13,0,0,0,480,icon_64_equip_main_TM_Shan_0015,Weapon_TM_M_Main_1016,制造装,0,2,FuWuQi
6402023,2,澄心,95,70,0,4,本装备为PVP装,,9,1,1,1,1500,137,168,12,15,0,0,0,0,20,13,0,23,0,0,34,0,0,0,0,0,0,0,17,0,0,0,600,icon_64_equip_main_TM_Shan_0016,Weapon_TM_M_Main_1017,制造装,0,2,FuWuQi
6402024,3,泽兰扇,63,41,0,4,本装备为PVP装,,2,1,1,1,1800,60,74,5,6,0,0,0,0,13,8,0,14,0,0,8,0,0,0,0,0,0,0,4,0,0,0,432,icon_64_equip_main_TM_Shan_0012,Weapon_TM_M_Main_1013,制造装,0,2,FuWuQi
6402025,3,卧雨,73,51,0,4,本装备为PVP装,,4,1,1,1,1800,78,96,7,8,0,0,0,0,15,10,0,17,0,0,14,0,0,0,0,0,0,0,7,0,0,0,576,icon_64_equip_main_TM_Shan_0013,Weapon_TM_M_Main_1014,制造装,0,2,FuWuQi
6402026,3,暗香,83,61,0,4,本装备为PVP装,,6,1,1,1,1800,103,126,9,11,0,0,0,0,17,12,0,20,0,0,24,0,0,0,0,0,0,0,12,0,0,0,768,icon_64_equip_main_TM_Shan_0014,Weapon_TM_M_Main_1015,制造装,0,2,FuWuQi
6402027,3,墨意,93,70,0,4,本装备为PVP装,,8,1,1,1,1800,131,161,12,15,0,0,0,0,19,13,0,23,0,0,32,0,0,0,0,0,0,0,16,0,0,0,960,icon_64_equip_main_TM_Shan_0015,Weapon_TM_M_Main_1016,制造装,0,2,FuWuQi
6402028,3,屏云,103,70,0,4,本装备为PVP装,,9,1,1,1,1800,161,198,15,19,0,0,0,0,22,15,0,25,0,0,38,0,0,0,0,0,0,0,19,0,0,0,1200,icon_64_equip_main_TM_Shan_0016,Weapon_TM_M_Main_1017,制造装,0,2,FuWuQi
6402029,3,描生扇,47,30,0,4,,,2,1,1,1,1500,38,47,2,3,0,0,0,0,8,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,icon_64_equip_main_TM_Shan_0005,Weapon_TM_M_Main_1006,普通话本装（不再产出）,0,2,FuWuQi
6402030,3,赏味扇,62,41,0,4,本装备为PVP装,,2,1,1,1,1800,59,73,6,7,0,0,0,0,13,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,icon_64_equip_main_TM_Shan_0006,Weapon_TM_M_Main_1007,普通话本装（不再产出）,0,2,FuWuQi
6402031,3,观澜扇,70,51,0,4,本装备为PVP装,,4,1,1,1,1800,73,89,7,8,0,0,0,0,14,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,icon_64_equip_main_TM_Shan_0007,Weapon_TM_M_Main_1008,普通话本装（不再产出）,0,2,FuWuQi
6402032,3,画情扇,80,61,0,4,本装备为PVP装,,6,1,1,1,1800,95,116,8,10,0,0,0,0,17,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,icon_64_equip_main_TM_Shan_0008,Weapon_TM_M_Main_1009,普通话本装（不再产出）,0,2,FuWuQi
6402033,3,写意扇,90,70,0,4,本装备为PVP装,,8,1,1,1,1800,123,150,11,15,0,0,0,0,19,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_main_TM_Shan_0009,Weapon_TM_M_Main_1010,普通话本装（不再产出）,0,2,FuWuQi
6402034,3,平安扇,67,50,0,4,本装备为PVP装,,2,1,1,1,1800,67,82,7,9,0,0,0,0,15,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,icon_64_equip_main_TM_Shan_0017,Weapon_TM_M_Main_1018,挑战本装（不再产出）,0,2,FuWuQi
6402035,3,寻花扇,77,60,0,4,本装备为PVP装,,4,1,1,1,1800,87,107,10,13,0,0,0,0,17,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,icon_64_equip_main_TM_Shan_0018,Weapon_TM_M_Main_1019,挑战本装（不再产出）,0,2,FuWuQi
6402036,3,松月扇,87,70,0,4,本装备为PVP装,,6,1,1,1,1800,114,140,13,16,0,0,0,0,20,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,icon_64_equip_main_TM_Shan_0019,Weapon_TM_M_Main_1020,挑战本装（不再产出）,0,2,FuWuQi
6402037,3,长天扇,97,70,0,4,本装备为PVP装,,8,1,1,1,1800,143,176,16,20,0,0,0,0,22,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_main_TM_Shan_0020,Weapon_TM_M_Main_1021,挑战本装（不再产出）,0,2,FuWuQi
6402038,4,禅机,105,81,0,4,本装备为PVP装,,9,1,1,1,2000,167,205,18,22,0,0,0,0,24,17,0,27,0,0,40,0,0,0,0,0,0,0,20,0,0,0,6000,icon_64_equip_main_TM_Shan_0021,Weapon_TM_M_Main_1022,稀有装,0,2,FuWuQi
6402039,4,振羽,97,65,0,4,本装备为PVP装,,6,1,1,1,2000,141,173,13,16,0,0,0,0,20,14,0,24,0,0,36,0,0,0,0,0,0,0,18,0,0,0,3840,icon_64_equip_main_TM_Shan_0022,Weapon_TM_M_Main_1023,稀有装,0,2,FuWuQi
6402040,4,赋心,110,85,0,4,本装备为PVP装,,9,1,1,1,2000,200,245,28,33,0,0,0,0,27,18,0,32,0,0,44,0,0,0,0,0,0,0,22,0,0,0,4800,icon_64_equip_main_TM_Shan_0023,Weapon_TM_M_Main_1024,稀有装,0,2,FuWuQi
6402041,4,皇图,115,90,0,4,本装备为PVP装,,9,1,1,1,2000,233,285,32,38,0,0,0,0,32,21,0,37,0,0,46,0,0,0,0,0,0,0,23,0,0,0,6000,icon_64_equip_main_TM_Shan_0032,Weapon_TM_M_Main_1032,稀有装,0,2,FuWuQi
6402042,1,钢骨扇,13,15,0,4,,,0,0,0,0,1200,9,12,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,icon_64_equip_main_TM_Shan_0003,Weapon_TM_M_Main_1004,江洋大盗,0,1,FuWuQi
6402043,1,清松扇,23,25,0,4,,,0,0,0,0,1200,15,20,0,0,0,0,0,0,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,icon_64_equip_main_TM_Shan_0004,Weapon_TM_M_Main_1005,江洋大盗,0,1,FuWuQi
6402044,2,山河·彩屏扇,43,30,0,4,本装备为PVP装,,2,1,1,1,1500,34,42,2,3,0,0,0,0,8,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,icon_64_equip_main_TM_Shan_0005,Weapon_TM_M_Main_1006,江洋大盗,0,2,FuWuQi
