fashionId,itemId,suiyin,d,e,f,g,h,i,position,k,weight,
722,6023011,3150000,0,0,0,0,0, [], head,1,450, 
724,6023013,1800,0,0,0,0,0, [], head,1,451, 
725,6023014,3000,0,0,0,0,0, [], head,1,452, 
726,6023015,390000,0,0,0,0,0, [], head,1,453, 
727,6023016,3180000,0,0,0,0,0, [], head,1,454, 
728,6023017,3150000,0,0,0,0,0, [], head,1,455, 
730,6023019,1800,0,0,0,0,0, [], head,1,456, 
731,6023020,3000,0,0,0,0,0, [], head,1,457, 
732,6023021,390000,0,0,0,0,0, [], head,1,458, 
733,6023022,3180000,0,0,0,0,0, [], head,1,459, 
734,6023023,3150000,0,0,0,0,0, [], head,1,460, 
736,6023025,1800,0,0,0,0,0, [], head,1,461, 
737,6023026,3000,0,0,0,0,0, [], head,1,462, 
738,6023027,390000,0,0,0,0,0, [], head,1,463, 
739,6023028,3180000,0,0,0,0,0, [], head,1,464, 
740,6023029,3150000,0,0,0,0,0, [], head,1,465, 
742,6023037,1800,0,0,0,0,0, [], head,1,466, 
743,6023038,3000,0,0,0,0,0, [], head,1,467, 
744,6023039,390000,0,0,0,0,0, [], head,1,468, 
745,6023040,3180000,0,0,0,0,0, [], head,1,469, 
746,6023041,3150000,0,0,0,0,0, [], head,1,470, 
748,6023043,1125,0,0,0,0,0, [], head,1,471, 
749,6023044,1800,0,0,0,0,0, [], head,1,472, 
750,6023045,3000,0,0,0,0,0, [], head,1,473, 
751,6023046,4800,0,0,0,0,0, [], head,1,474, 
752,6023047,10800,0,0,0,0,0, [], head,1,475, 
753,6023048,33000,0,0,0,0,0, [], head,1,476, 
754,6023049,102000,0,0,0,0,0, [], head,1,477, 
755,6023050,420000,0,0,0,0,0, [], head,1,478, 
756,6023051,420000,0,0,0,0,0, [], head,1,479, 
757,6023052,7200,0,0,0,0,0, [], head,1,480, 
758,6023053,16200,0,0,0,0,0, [], head,1,481, 
759,6023054,51000,0,0,0,0,0, [], head,1,482, 
760,6023055,204000,0,0,0,0,0, [], head,1,483, 
761,6023056,840000,0,0,0,0,0, [], head,1,484, 
762,6023057,1680000,0,0,0,0,0, [], head,1,485, 
763,6023069,10800,0,0,0,0,0, [], head,1,486, 
764,6023070,24300,0,0,0,0,0, [], head,1,487, 
765,6023071,76500,0,0,0,0,0, [], head,1,488, 
766,6023072,306000,0,0,0,0,0, [], head,1,489, 
767,6023073,1260000,0,0,0,0,0, [], head,1,490, 
768,6023074,24300,0,0,0,0,0, [], head,1,491, 
769,6023075,672000,0,0,0,0,0, [], head,1,492, 
770,6023076,76500,0,0,0,0,0, [], head,1,493, 
771,6023077,420000,0,0,0,0,0, [], head,1,494, 
772,6024001,2400,0,0,0,0,0, [], body,1,495, 
773,6024002,3900,0,0,0,0,0, [], body,1,496, 
774,6024003,480000,0,0,0,0,0, [], body,1,497, 
775,6024004,3840000,0,0,0,0,0, [], body,1,498, 
776,6024005,3840000,0,0,0,0,0, [], body,1,499, 
778,6024007,2400,0,0,0,0,0, [], body,1,500, 
779,6024008,3900,0,0,0,0,0, [], body,1,501, 
780,6024009,480000,0,0,0,0,0, [], body,1,502, 
781,6024010,3840000,0,0,0,0,0, [], body,1,503, 
782,6024011,3840000,0,0,0,0,0, [], body,1,504, 
784,6024013,2400,0,0,0,0,0, [], body,1,505, 
785,6024014,3900,0,0,0,0,0, [], body,1,506, 
786,6024015,480000,0,0,0,0,0, [], body,1,507, 
787,6024016,3840000,0,0,0,0,0, [], body,1,508, 
788,6024017,3840000,0,0,0,0,0, [], body,1,509, 
790,6024019,2400,0,0,0,0,0, [], body,1,510, 
791,6024020,3900,0,0,0,0,0, [], body,1,511, 
792,6024021,480000,0,0,0,0,0, [], body,1,512, 
793,6024022,3840000,0,0,0,0,0, [], body,1,513, 
794,6024023,3840000,0,0,0,0,0, [], body,1,514, 
796,6024025,2400,0,0,0,0,0, [], body,1,515, 
797,6024026,3900,0,0,0,0,0, [], body,1,516, 
798,6024027,480000,0,0,0,0,0, [], body,1,517, 
799,6024028,3840000,0,0,0,0,0, [], body,1,518, 
800,6024029,3840000,0,0,0,0,0, [], body,1,519, 
802,6024037,2400,0,0,0,0,0, [], body,1,520, 
803,6024038,3900,0,0,0,0,0, [], body,1,521, 
804,6024039,480000,0,0,0,0,0, [], body,1,522, 
805,6024040,3840000,0,0,0,0,0, [], body,1,523, 
806,6024041,3840000,0,0,0,0,0, [], body,1,524, 
808,6024043,1500,0,0,0,0,0, [], body,1,525, 
809,6024044,2400,0,0,0,0,0, [], body,1,526, 
810,6024045,3900,0,0,0,0,0, [], body,1,527, 
811,6024046,6300,0,0,0,0,0, [], body,1,528, 
812,6024047,14400,0,0,0,0,0, [], body,1,529, 
813,6024048,42000,0,0,0,0,0, [], body,1,530, 
814,6024049,126000,0,0,0,0,0, [], body,1,531, 
815,6024050,510000,0,0,0,0,0, [], body,1,532, 
816,6024051,510000,0,0,0,0,0, [], body,1,533, 
817,6024052,9600,0,0,0,0,0, [], body,1,534, 
818,6024053,21600,0,0,0,0,0, [], body,1,535, 
819,6024054,63000,0,0,0,0,0, [], body,1,536, 
820,6024055,252000,0,0,0,0,0, [], body,1,537, 
821,6024056,1020000,0,0,0,0,0, [], body,1,538, 
822,6024057,2040000,0,0,0,0,0, [], body,1,539, 
823,6024069,14400,0,0,0,0,0, [], body,1,540, 
824,6024070,32400,0,0,0,0,0, [], body,1,541, 
825,6024071,94500,0,0,0,0,0, [], body,1,542, 
826,6024072,378000,0,0,0,0,0, [], body,1,543, 
827,6024073,1530000,0,0,0,0,0, [], body,1,544, 
828,6024074,32400,0,0,0,0,0, [], body,1,545, 
829,6024075,816000,0,0,0,0,0, [], body,1,546, 
830,6024076,94500,0,0,0,0,0, [], body,1,547, 
831,6024077,510000,0,0,0,0,0, [], body,1,548, 
832,6025001,600,0,0,0,0,0, [], wrist,1,549, 
833,6025002,900,0,0,0,0,0, [], wrist,1,550, 
834,6025003,150000,0,0,0,0,0, [], wrist,1,551, 
835,6025004,1140000,0,0,0,0,0, [], wrist,1,552, 
836,6025005,1140000,0,0,0,0,0, [], wrist,1,553, 
838,6025007,600,0,0,0,0,0, [], wrist,1,554, 
839,6025008,900,0,0,0,0,0, [], wrist,1,555, 
840,6025009,150000,0,0,0,0,0, [], wrist,1,556, 
841,6025010,1140000,0,0,0,0,0, [], wrist,1,557, 
842,6025011,1140000,0,0,0,0,0, [], wrist,1,558, 
844,6025013,600,0,0,0,0,0, [], wrist,1,559, 
845,6025014,900,0,0,0,0,0, [], wrist,1,560, 
846,6025015,150000,0,0,0,0,0, [], wrist,1,561, 
847,6025016,1140000,0,0,0,0,0, [], wrist,1,562, 
848,6025017,1140000,0,0,0,0,0, [], wrist,1,563, 
850,6025019,600,0,0,0,0,0, [], wrist,1,564, 
851,6025020,900,0,0,0,0,0, [], wrist,1,565, 
852,6025021,150000,0,0,0,0,0, [], wrist,1,566, 
853,6025022,1140000,0,0,0,0,0, [], wrist,1,567, 
854,6025023,1140000,0,0,0,0,0, [], wrist,1,568, 
856,6025025,600,0,0,0,0,0, [], wrist,1,569, 
857,6025026,900,0,0,0,0,0, [], wrist,1,570, 
858,6025027,150000,0,0,0,0,0, [], wrist,1,571, 
859,6025028,1140000,0,0,0,0,0, [], wrist,1,572, 
860,6025029,1140000,0,0,0,0,0, [], wrist,1,573, 
862,6025037,600,0,0,0,0,0, [], wrist,1,574, 
863,6025038,900,0,0,0,0,0, [], wrist,1,575, 
864,6025039,150000,0,0,0,0,0, [], wrist,1,576, 
865,6025040,1140000,0,0,0,0,0, [], wrist,1,577, 
866,6025041,1140000,0,0,0,0,0, [], wrist,1,578, 
868,6025043,375,0,0,0,0,0, [], wrist,1,579, 
869,6025044,600,0,0,0,0,0, [], wrist,1,580, 
870,6025045,900,0,0,0,0,0, [], wrist,1,581, 
871,6025046,1500,0,0,0,0,0, [], wrist,1,582, 
872,6025047,3600,0,0,0,0,0, [], wrist,1,583, 
873,6025048,12000,0,0,0,0,0, [], wrist,1,584, 
874,6025049,36000,0,0,0,0,0, [], wrist,1,585, 
875,6025050,150000,0,0,0,0,0, [], wrist,1,586, 
876,6025051,150000,0,0,0,0,0, [], wrist,1,587, 
877,6025052,2400,0,0,0,0,0, [], wrist,1,588, 
878,6025053,5400,0,0,0,0,0, [], wrist,1,589, 
879,6025054,18000,0,0,0,0,0, [], wrist,1,590, 
880,6025055,7200,0,0,0,0,0, [], wrist,1,591, 
881,6025056,300000,0,0,0,0,0, [], wrist,1,592, 
882,6025057,600000,0,0,0,0,0, [], wrist,1,593, 
883,6025069,3600,0,0,0,0,0, [], wrist,1,594, 
884,6025070,8100,0,0,0,0,0, [], wrist,1,595, 
885,6025071,27000,0,0,0,0,0, [], wrist,1,596, 
886,6025072,108000,0,0,0,0,0, [], wrist,1,597, 
887,6025073,450000,0,0,0,0,0, [], wrist,1,598, 
888,6025074,81000,0,0,0,0,0, [], wrist,1,599, 
889,6025075,240000,0,0,0,0,0, [], wrist,1,600, 
890,6025076,27000,0,0,0,0,0, [], wrist,1,601, 
891,6025077,150000,0,0,0,0,0, [], wrist,1,602, 
892,6028001,1200,0,0,0,0,0, [], leg,1,603, 
893,6028002,1800,0,0,0,0,0, [], leg,1,604, 
894,6028003,240000,0,0,0,0,0, [], leg,1,605, 
895,6028004,2040000,0,0,0,0,0, [], leg,1,606, 
896,6028005,2040000,0,0,0,0,0, [], leg,1,607, 
898,6028007,1200,0,0,0,0,0, [], leg,1,608, 
899,6028008,1800,0,0,0,0,0, [], leg,1,609, 
900,6028009,240000,0,0,0,0,0, [], leg,1,610, 
901,6028010,2040000,0,0,0,0,0, [], leg,1,611, 
902,6028011,2040000,0,0,0,0,0, [], leg,1,612, 
904,6028013,1200,0,0,0,0,0, [], leg,1,613, 
905,6028014,1800,0,0,0,0,0, [], leg,1,614, 
906,6028015,240000,0,0,0,0,0, [], leg,1,615, 
907,6028016,2040000,0,0,0,0,0, [], leg,1,616, 
908,6028017,2040000,0,0,0,0,0, [], leg,1,617, 
910,6028019,1200,0,0,0,0,0, [], leg,1,618, 
911,6028020,1800,0,0,0,0,0, [], leg,1,619, 
912,6028021,240000,0,0,0,0,0, [], leg,1,620, 
913,6028022,2040000,0,0,0,0,0, [], leg,1,621, 
914,6028023,2040000,0,0,0,0,0, [], leg,1,622, 
916,6028025,1200,0,0,0,0,0, [], leg,1,623, 
917,6028026,1800,0,0,0,0,0, [], leg,1,624, 
918,6028027,240000,0,0,0,0,0, [], leg,1,625, 
919,6028028,2040000,0,0,0,0,0, [], leg,1,626, 
920,6028029,2040000,0,0,0,0,0, [], leg,1,627, 
922,6028037,1200,0,0,0,0,0, [], leg,1,628, 
923,6028038,1800,0,0,0,0,0, [], leg,1,629, 
924,6028039,240000,0,0,0,0,0, [], leg,1,630, 
925,6028040,2040000,0,0,0,0,0, [], leg,1,631, 
926,6028041,2040000,0,0,0,0,0, [], leg,1,632, 
928,6028043,750,0,0,0,0,0, [], leg,1,633, 
929,6028044,1200,0,0,0,0,0, [], leg,1,634, 
930,6028045,1800,0,0,0,0,0, [], leg,1,635, 
931,6028046,3000,0,0,0,0,0, [], leg,1,636, 
932,6028047,6900,0,0,0,0,0, [], leg,1,637, 
933,6028048,21000,0,0,0,0,0, [], leg,1,638, 
934,6028049,66000,0,0,0,0,0, [], leg,1,639, 
935,6028050,270000,0,0,0,0,0, [], leg,1,640, 
936,6028051,270000,0,0,0,0,0, [], leg,1,641, 
937,6028052,2400,0,0,0,0,0, [], leg,1,642, 
938,6028053,5400,0,0,0,0,0, [], leg,1,643, 
939,6028054,180000,0,0,0,0,0, [], leg,1,644, 
940,6028055,72000,0,0,0,0,0, [], leg,1,645, 
941,6028056,300000,0,0,0,0,0, [], leg,1,646, 
942,6028057,600000,0,0,0,0,0, [], leg,1,647, 
943,6028069,6750,0,0,0,0,0, [], leg,1,648, 
944,6028070,15750,0,0,0,0,0, [], leg,1,649, 
945,6028071,49500,0,0,0,0,0, [], leg,1,650, 
946,6028072,198000,0,0,0,0,0, [], leg,1,651, 
947,6028073,810000,0,0,0,0,0, [], leg,1,652, 
948,6028074,15750,0,0,0,0,0, [], leg,1,653, 
949,6028075,432000,0,0,0,0,0, [], leg,1,654, 
950,6028076,49500,0,0,0,0,0, [], leg,1,655, 
951,6028077,270000,0,0,0,0,0, [], leg,1,656, 
952,6030001,0,0,0,0,0,0, [], head,1,657, 
953,6030002,0,0,0,0,0,0, [], body,1,658, 
954,6030003,0,0,0,0,0,0, [], wrist,1,659, 
955,6030004,0,0,0,0,0,0, [], leg,1,660, 
956,6030005,0,0,0,0,0,0, [], head,1,661, 
957,6030006,0,0,0,0,0,0, [], body,1,662, 
958,6030007,0,0,0,0,0,0, [], wrist,1,663, 
959,6030008,0,0,0,0,0,0, [], leg,1,664, 
960,6030009,0,0,0,0,0,0, [], head,1,665, 
961,6030010,0,0,0,0,0,0, [], body,1,666, 
962,6030011,0,0,0,0,0,0, [], wrist,1,667, 
963,6030012,0,0,0,0,0,0, [], leg,1,668, 
964,6030013,0,0,0,0,0,0, [], head,1,669, 
965,6030014,0,0,0,0,0,0, [], body,1,670, 
966,6030015,0,0,0,0,0,0, [], wrist,1,671, 
967,6030016,0,0,0,0,0,0, [], leg,1,672, 
968,6030017,0,0,0,0,0,0, [], head,1,673, 
969,6030018,0,0,0,0,0,0, [], body,1,674, 
970,6030019,0,0,0,0,0,0, [], wrist,1,675, 
971,6030020,0,0,0,0,0,0, [], leg,1,676, 
972,6030021,0,0,0,0,0,0, [], head,1,677, 
973,6030022,0,0,0,0,0,0, [], body,1,678, 
974,6030023,0,0,0,0,0,0, [], wrist,1,679, 
975,6030024,0,0,0,0,0,0, [], leg,1,680, 
976,6030025,0,0,0,0,0,0, [], head,1,681, 
977,6030026,0,0,0,0,0,0, [], body,1,682, 
978,6030027,0,0,0,0,0,0, [], wrist,1,683, 
979,6030028,0,0,0,0,0,0, [], leg,1,684, 
980,6030029,0,0,0,0,0,0, [], head,1,685, 
981,6030030,0,0,0,0,0,0, [], body,1,686, 
982,6030031,0,0,0,0,0,0, [], wrist,1,687, 
983,6030032,0,0,0,0,0,0, [], leg,1,688, 
984,6030033,0,0,0,0,0,0, [], head,1,689, 
985,6030034,0,0,0,0,0,0, [], body,1,690, 
986,6030035,0,0,0,0,0,0, [], wrist,1,691, 
987,6030036,0,0,0,0,0,0, [], leg,1,692, 
988,6030037,0,0,0,0,0,0, [], head,1,693, 
989,6030038,0,0,0,0,0,0, [], body,1,694, 
990,6030039,0,0,0,0,0,0, [], wrist,1,695, 
991,6030040,0,0,0,0,0,0, [], leg,1,696, 
992,6030041,0,0,0,0,0,0, [], head,1,697, 
993,6030042,0,0,0,0,0,0, [], body,1,698, 
994,6030043,0,0,0,0,0,0, [], wrist,1,699, 
995,6030044,0,0,0,0,0,0, [], leg,1,700, 
996,6030045,0,0,0,0,0,0, [], head,1,701, 
997,6030046,0,0,0,0,0,0, [], body,1,702, 
998,6030047,0,0,0,0,0,0, [], wrist,1,703, 
999,6030048,0,0,0,0,0,0, [], leg,1,704, 
1088,6031023,0,0,0,0,0,0, [], head,1,705, 
1089,6031024,0,0,0,0,0,0, [], head,1,706, 
1090,6031026,0,0,0,0,0,0, [], head,1,707, 
1092,6031028,0,0,0,0,0,0, [], head,1,708, 
1093,6031029,0,0,0,0,0,0, [], head,1,709, 
1094,6032023,0,0,0,0,0,0, [], body,1,710, 
1095,6032024,0,0,0,0,0,0, [], body,1,711, 
1096,6032026,0,0,0,0,0,0, [], body,1,712, 
1098,6032028,0,0,0,0,0,0, [], body,1,713, 
1099,6032029,0,0,0,0,0,0, [], body,1,714, 
1100,6033023,0,0,0,0,0,0, [], wrist,1,715, 
1101,6033024,0,0,0,0,0,0, [], wrist,1,716, 
1102,6033026,0,0,0,0,0,0, [], wrist,1,717, 
1104,6033028,0,0,0,0,0,0, [], wrist,1,718, 
1105,6033029,0,0,0,0,0,0, [], wrist,1,719, 
1106,6034023,0,0,0,0,0,0, [], leg,1,720, 
1107,6034024,0,0,0,0,0,0, [], leg,1,721, 
1108,6034026,0,0,0,0,0,0, [], leg,1,722, 
1110,6034028,0,0,0,0,0,0, [], leg,1,723, 
1111,6034029,0,0,0,0,0,0, [], leg,1,724, 
1112,6031030,0,0,0,0,0,0, [], head,1,725, 
1113,6032030,0,0,0,0,0,0, [], body,1,726, 
1114,6033030,0,0,0,0,0,0, [], wrist,1,727, 
1115,6034030,0,0,0,0,0,0, [], leg,1,728, 
1116,6031031,0,0,0,0,0,0, [], head,1,729, 
1117,6032031,0,0,0,0,0,0, [], body,1,730, 
1118,6033031,0,0,0,0,0,0, [], wrist,1,731, 
1119,6034031,0,0,0,0,0,0, [], leg,1,732, 
1120,6031032,0,0,0,0,0,0, [], head,1,733, 
1121,6032032,0,0,0,0,0,0, [], body,1,734, 
1122,6033032,0,0,0,0,0,0, [], wrist,1,735, 
1123,6034032,0,0,0,0,0,0, [], leg,1,736, 
1128,6031034,0,0,0,0,0,0, [], head,1,737, 
1129,6032034,0,0,0,0,0,0, [], body,1,738, 
1130,6033034,0,0,0,0,0,0, [], wrist,1,739, 
1131,6034034,0,0,0,0,0,0, [], leg,1,740, 
1132,6031035,0,0,0,0,0,0, [], head,1,741, 
1133,6032035,0,0,0,0,0,0, [], body,1,742, 
1134,6033035,0,0,0,0,0,0, [], wrist,1,743, 
1135,6034035,0,0,0,0,0,0, [], leg,1,744, 
1136,6031036,0,0,0,0,0,0, [], head,1,745, 
1137,6032036,0,0,0,0,0,0, [], body,1,746, 
1138,6033036,0,0,0,0,0,0, [], wrist,1,747, 
1139,6034036,0,0,0,0,0,0, [], leg,1,748, 
1140,6031037,0,0,0,0,0,0, [], head,1,749, 
1141,6032037,0,0,0,0,0,0, [], body,1,750, 
1142,6033037,0,0,0,0,0,0, [], wrist,1,751, 
1143,6034037,0,0,0,0,0,0, [], leg,1,752, 
1144,6031038,0,0,0,0,0,0, [], head,1,753, 
1145,6032038,0,0,0,0,0,0, [], body,1,754, 
1146,6033038,0,0,0,0,0,0, [], wrist,1,755, 
1147,6034038,0,0,0,0,0,0, [], leg,1,756, 
1148,6031039,0,0,0,0,0,0, [], head,1,757, 
1149,6032039,0,0,0,0,0,0, [], body,1,758, 
1150,6033039,0,0,0,0,0,0, [], wrist,1,759, 
1151,6034039,0,0,0,0,0,0, [], leg,1,760, 
1152,6031040,0,0,0,0,0,0, [], head,1,761, 
1153,6032040,0,0,0,0,0,0, [], body,1,762, 
1154,6033040,0,0,0,0,0,0, [], wrist,1,763, 
1155,6034040,0,0,0,0,0,0, [], leg,1,764, 
1168,6031044,672000,0,0,0,0,0, [], head,1,765, 
1169,6032044,816000,0,0,0,0,0, [], body,1,766, 
1170,6033044,240000,0,0,0,0,0, [], wrist,1,767, 
1171,6034044,432000,0,0,0,0,0, [], leg,1,768, 
1172,6032045,990000,0,0,0,0,0, [], body,1,769, 
1173,6032046,990000,0,0,0,0,0, [], body,1,770, 
1174,6031047,0,0,0,0,0,0, [], head,1,771, 
1175,6032047,0,0,0,0,0,0, [], body,1,772, 
1176,6033047,0,0,0,0,0,0, [], wrist,1,773, 
1177,6034047,0,0,0,0,0,0, [], leg,1,774, 
1178,6031048,0,0,0,0,0,0, [], head,1,775, 
1179,6032048,14400,0,0,0,0,0, [], body,1,776, 
1180,6033048,3600,0,0,0,0,0, [], wrist,1,777, 
1181,6034048,6750,0,0,0,0,0, [], leg,1,778, 
1182,4018022,0,0,0,0,0,0, [], body,1,779, 
1183,6018088,0,0,0,0,0,0, [], leg,1,780, 
1184,6018089,0,0,0,0,0,0, [], leg,1,781, 
1185,6018090,0,0,0,0,0,0, [], leg,1,782, 
1186,6018091,0,0,0,0,0,0, [], leg,1,783, 
1187,6018092,0,0,0,0,0,0, [], leg,1,784, 
1188,6018093,0,0,0,0,0,0, [], leg,1,785, 
1189,6018094,0,0,0,0,0,0, [], leg,1,786, 
1190,6018095,0,0,0,0,0,0, [], leg,1,787, 
1191,6018096,0,0,0,0,0,0, [], leg,1,788, 
1192,6023031,1800,0,0,0,0,0, [], head,1,789, 
1193,6023032,3000,0,0,0,0,0, [], head,1,790, 
1194,6023033,390000,0,0,0,0,0, [], head,1,791, 
1195,6023034,3180000,0,0,0,0,0, [], head,1,792, 
1196,6023035,3150000,0,0,0,0,0, [], head,1,793, 
1198,6024031,2400,0,0,0,0,0, [], body,1,794, 
1199,6024032,3900,0,0,0,0,0, [], body,1,795, 
1200,6024033,480000,0,0,0,0,0, [], body,1,796, 
1201,6024034,3840000,0,0,0,0,0, [], body,1,797, 
1202,6024035,3840000,0,0,0,0,0, [], body,1,798, 
1204,6025031,600,0,0,0,0,0, [], wrist,1,799, 
1205,6025032,900,0,0,0,0,0, [], wrist,1,800, 
1206,6025033,150000,0,0,0,0,0, [], wrist,1,801, 
1207,6025034,1140000,0,0,0,0,0, [], wrist,1,802, 
1208,6025035,1140000,0,0,0,0,0, [], wrist,1,803, 
1210,6028031,1200,0,0,0,0,0, [], leg,1,804, 
1211,6028032,1800,0,0,0,0,0, [], leg,1,805, 
1212,6028033,240000,0,0,0,0,0, [], leg,1,806, 
1213,6028034,2040000,0,0,0,0,0, [], leg,1,807, 
1214,6028035,2040000,0,0,0,0,0, [], leg,1,808, 
1216,4018001,0,0,0,0,0,0, [], body,1,809, 
1217,4018002,0,0,0,0,0,0, [], body,1,810, 
1218,4018003,0,0,0,0,0,0, [], body,1,811, 
1219,4018004,0,0,0,0,0,0, [], body,1,812, 
1220,4018005,0,0,0,0,0,0, [], body,1,813, 
1221,4018006,0,0,0,0,0,0, [], body,1,814, 
1222,4018007,0,0,0,0,0,0, [], body,1,815, 
1223,4018008,0,0,0,0,0,0, [], body,1,816, 
1224,4018009,0,0,0,0,0,0, [], body,1,817, 
1225,4018010,0,0,0,0,0,0, [], body,1,818, 
1226,4018011,0,0,0,0,0,0, [], body,1,819, 
1227,4018012,0,0,0,0,0,0, [], body,1,820, 
1228,4018013,0,0,0,0,0,0, [], body,1,821, 
1229,4018014,0,0,0,0,0,0, [], body,1,822, 
1230,4018015,0,0,0,0,0,0, [], body,1,823, 
1231,4018016,0,0,0,0,0,0, [], body,1,824, 
1232,4018017,0,0,0,0,0,0, [], body,1,825, 
1233,4018018,0,0,0,0,0,0, [], body,1,826, 
1234,4018019,0,0,0,0,0,0, [], body,1,827, 
1235,4018020,0,0,0,0,0,0, [], body,1,828, 
1236,4018021,0,0,0,0,0,0, [], body,1,829, 
1238,6030049,0,0,0,0,0,0, [], body,1,830, 
1239,6030050,0,0,0,0,0,0, [], body,1,831, 
1240,6030051,0,0,0,0,0,0, [], body,1,832, 
1241,6030052,0,0,0,0,0,0, [], body,1,833, 
1242,6030053,0,0,0,0,0,0, [], body,1,834, 
1243,6030054,0,0,0,0,0,0, [], body,1,835, 
1244,6030055,0,0,0,0,0,0, [], body,1,836, 
1245,6030056,0,0,0,0,0,0, [], body,1,837, 
1246,6030057,0,0,0,0,0,0, [], body,1,838, 
1247,6030058,0,0,0,0,0,0, [], body,1,839, 
1248,6030059,0,0,0,0,0,0, [], body,1,840, 
1249,6030060,0,0,0,0,0,0, [], body,1,841, 
1250,6021206,200,0,0,0,0,0, [], weapon,1,842, 
1251,6021207,500,0,0,0,0,0, [], weapon,1,843, 
1252,6021208,1000,0,0,0,0,0, [], weapon,1,844, 
1253,6021209,1600,0,0,0,0,0, [], weapon,1,845, 
1254,6021210,2600,0,0,0,0,0, [], weapon,1,846, 
1255,6021211,4200,0,0,0,0,0, [], weapon,1,847, 
1256,6021212,9600,0,0,0,0,0, [], weapon,1,848, 
1257,6021213,30000,0,0,0,0,0, [], weapon,1,849, 
1258,6021214,84000,0,0,0,0,0, [], weapon,1,850, 
1259,6021215,300000,0,0,0,0,0, [], weapon,1,851, 
1260,6021216,300000,0,0,0,0,0, [], weapon,1,852, 
1261,6021217,6400,0,0,0,0,0, [], weapon,1,853, 
1262,6021218,14400,0,0,0,0,0, [], weapon,1,854, 
1263,6021219,42000,0,0,0,0,0, [], weapon,1,855, 
1264,6021220,168000,0,0,0,0,0, [], weapon,1,856, 
1265,6021221,600000,0,0,0,0,0, [], weapon,1,857, 
1266,6021222,1200000,0,0,0,0,0, [], weapon,1,858, 
1267,6021239,10000,0,0,0,0,0, [], weapon,1,859, 
1268,6021240,30000,0,0,0,0,0, [], weapon,1,860, 
1269,6021241,120000,0,0,0,0,0, [], weapon,1,861, 
1270,6021242,450000,0,0,0,0,0, [], weapon,1,862, 
1271,6021243,1280000,0,0,0,0,0, [], weapon,1,863, 
1272,6021244,160000,0,0,0,0,0, [], weapon,1,864, 
1273,6021245,640000,0,0,0,0,0, [], weapon,1,865, 
1275,6022206,200,0,0,0,0,0, [], assist_weapon,1,866, 
1276,6022207,500,0,0,0,0,0, [], assist_weapon,1,867, 
1277,6022208,1000,0,0,0,0,0, [], assist_weapon,1,868, 
1278,6022209,1600,0,0,0,0,0, [], assist_weapon,1,869, 
1279,6022210,2600,0,0,0,0,0, [], assist_weapon,1,870, 
1280,6022211,4200,0,0,0,0,0, [], assist_weapon,1,871, 
1281,6022212,9600,0,0,0,0,0, [], assist_weapon,1,872, 
1282,6022213,30000,0,0,0,0,0, [], assist_weapon,1,873, 
1283,6022214,84000,0,0,0,0,0, [], assist_weapon,1,874, 
1284,6022215,300000,0,0,0,0,0, [], assist_weapon,1,875, 
1285,6022216,300000,0,0,0,0,0, [], assist_weapon,1,876, 
1286,6022217,6400,0,0,0,0,0, [], assist_weapon,1,877, 
1287,6022218,14400,0,0,0,0,0, [], assist_weapon,1,878, 
1288,6022219,42000,0,0,0,0,0, [], assist_weapon,1,879, 
1289,6022220,168000,0,0,0,0,0, [], assist_weapon,1,880, 
1290,6022221,600000,0,0,0,0,0, [], assist_weapon,1,881, 
1291,6022222,1200000,0,0,0,0,0, [], assist_weapon,1,882, 
1292,6022239,10000,0,0,0,0,0, [], assist_weapon,1,883, 
1293,6022240,30000,0,0,0,0,0, [], assist_weapon,1,884, 
1294,6022241,120000,0,0,0,0,0, [], assist_weapon,1,885, 
1295,6022242,450000,0,0,0,0,0, [], assist_weapon,1,886, 
1296,6022243,1280000,0,0,0,0,0, [], assist_weapon,1,887, 
1297,6022244,160000,0,0,0,0,0, [], assist_weapon,1,888, 
1298,6022245,640000,0,0,0,0,0, [], assist_weapon,1,889, 
1300,6022122,640000,0,0,0,0,0, [], assist_weapon,1,890, 
1302,6041024,0,0,0,0,0,0, [], head,1,891, 
1303,6042024,0,0,0,0,0,0, [], body,1,892, 
1304,6043024,0,0,0,0,0,0, [], wrist,1,893, 
1305,6044024,0,0,0,0,0,0, [], leg,1,894, 
1306,6041025,0,0,0,0,0,0, [], head,1,895, 
1307,6042025,0,0,0,0,0,0, [], body,1,896, 
1308,6043025,0,0,0,0,0,0, [], wrist,1,897, 
1309,6044025,0,0,0,0,0,0, [], leg,1,898, 
1310,6041026,0,0,0,0,0,0, [], head,1,899, 
1311,6042026,0,0,0,0,0,0, [], body,1,900, 
1312,6043026,0,0,0,0,0,0, [], wrist,1,901, 
1313,6044026,0,0,0,0,0,0, [], leg,1,902, 
1314,6041027,0,0,0,0,0,0, [], head,1,903, 
1315,6042027,0,0,0,0,0,0, [], body,1,904, 
1316,6043027,0,0,0,0,0,0, [], wrist,1,905, 
1317,6044027,0,0,0,0,0,0, [], leg,1,906, 
1318,6041028,0,0,0,0,0,0, [], head,1,907, 
1319,6042028,0,0,0,0,0,0, [], body,1,908, 
1320,6043028,0,0,0,0,0,0, [], wrist,1,909, 
1321,6044028,0,0,0,0,0,0, [], leg,1,910, 
1322,6041029,0,0,0,0,0,0, [], head,1,911, 
1323,6042029,0,0,0,0,0,0, [], body,1,912, 
